DATE,rinvresid65Q4,rinvresid66Q1,rinvresid66Q2,rinvresid66Q3,rinvresid66Q4,rinvresid67Q1,rinvresid67Q2,rinvresid67Q3,rinvresid67Q4,rinvresid68Q1,rinvresid68Q2,rinvresid68Q3,rinvresid68Q4,rinvresid69Q1,rinvresid69Q2,rinvresid69Q3,rinvresid69Q4,rinvresid70Q1,rinvresid70Q2,rinvresid70Q3,rinvresid70Q4,rinvresid71Q1,rinvresid71Q2,rinvresid71Q3,rinvresid71Q4,rinvresid72Q1,rinvresid72Q2,rinvresid72Q3,rinvresid72Q4,rinvresid73Q1,rinvresid73Q2,rinvresid73Q3,rinvresid73Q4,rinvresid74Q1,rinvresid74Q2,rinvresid74Q3,rinvresid74Q4,rinvresid75Q1,rinvresid75Q2,rinvresid75Q3,rinvresid75Q4,rinvresid76Q1,rinvresid76Q2,rinvresid76Q3,rinvresid76Q4,rinvresid77Q1,rinvresid77Q2,rinvresid77Q3,rinvresid77Q4,rinvresid78Q1,rinvresid78Q2,rinvresid78Q3,rinvresid78Q4,rinvresid79Q1,rinvresid79Q2,rinvresid79Q3,rinvresid79Q4,rinvresid80Q1,rinvresid80Q2,rinvresid80Q3,rinvresid80Q4,rinvresid81Q1,rinvresid81Q2,rinvresid81Q3,rinvresid81Q4,rinvresid82Q1,rinvresid82Q2,rinvresid82Q3,rinvresid82Q4,rinvresid83Q1,rinvresid83Q2,rinvresid83Q3,rinvresid83Q4,rinvresid84Q1,rinvresid84Q2,rinvresid84Q3,rinvresid84Q4,rinvresid85Q1,rinvresid85Q2,rinvresid85Q3,rinvresid85Q4,rinvresid86Q1,rinvresid86Q2,rinvresid86Q3,rinvresid86Q4,rinvresid87Q1,rinvresid87Q2,rinvresid87Q3,rinvresid87Q4,rinvresid88Q1,rinvresid88Q2,rinvresid88Q3,rinvresid88Q4,rinvresid89Q1,rinvresid89Q2,rinvresid89Q3,rinvresid89Q4,rinvresid90Q1,rinvresid90Q2,rinvresid90Q3,rinvresid90Q4,rinvresid91Q1,rinvresid91Q2,rinvresid91Q3,rinvresid91Q4,rinvresid92Q1,rinvresid92Q2,rinvresid92Q3,rinvresid92Q4,rinvresid93Q1,rinvresid93Q2,rinvresid93Q3,rinvresid93Q4,rinvresid94Q1,rinvresid94Q2,rinvresid94Q3,rinvresid94Q4,rinvresid95Q1,rinvresid95Q2,rinvresid95Q3,rinvresid95Q4,rinvresid96Q1,rinvresid96Q2,rinvresid96Q3,rinvresid96Q4,rinvresid97Q1,rinvresid97Q2,rinvresid97Q3,rinvresid97Q4,rinvresid98Q1,rinvresid98Q2,rinvresid98Q3,rinvresid98Q4,rinvresid99Q1,rinvresid99Q2,rinvresid99Q3,rinvresid99Q4,rinvresid00Q1,rinvresid00Q2,rinvresid00Q3,rinvresid00Q4,rinvresid01Q1,rinvresid01Q2,rinvresid01Q3,rinvresid01Q4,rinvresid02Q1,rinvresid02Q2,rinvresid02Q3,rinvresid02Q4,rinvresid03Q1,rinvresid03Q2,rinvresid03Q3,rinvresid03Q4,rinvresid04Q1,rinvresid04Q2,rinvresid04Q3,rinvresid04Q4,rinvresid05Q1,rinvresid05Q2,rinvresid05Q3,rinvresid05Q4,rinvresid06Q1,rinvresid06Q2,rinvresid06Q3,rinvresid06Q4,rinvresid07Q1,rinvresid07Q2,rinvresid07Q3,rinvresid07Q4,rinvresid08Q1,rinvresid08Q2,rinvresid08Q3,rinvresid08Q4,rinvresid09Q1,rinvresid09Q2,rinvresid09Q3,rinvresid09Q4,rinvresid10Q1,rinvresid10Q2,rinvresid10Q3,rinvresid10Q4,rinvresid11Q1,rinvresid11Q2,rinvresid11Q3,rinvresid11Q4,rinvresid12Q1,rinvresid12Q2,rinvresid12Q3,rinvresid12Q4,rinvresid13Q1,rinvresid13Q2,rinvresid13Q3,rinvresid13Q4,rinvresid14Q1,rinvresid14Q2,rinvresid14Q3,rinvresid14Q4,rinvresid15Q1,rinvresid15Q2,rinvresid15Q3,rinvresid15Q4,rinvresid16Q1,rinvresid16Q2,rinvresid16Q3,rinvresid16Q4,rinvresid17Q1,rinvresid17Q2,rinvresid17Q3,rinvresid17Q4,rinvresid18Q1,rinvresid18Q2,rinvresid18Q3,rinvresid18Q4,rinvresid19Q1,rinvresid19Q2,rinvresid19Q3,rinvresid19Q4,rinvresid20Q1,rinvresid20Q2,rinvresid20Q3,rinvresid20Q4,rinvresid21Q1,rinvresid21Q2,rinvresid21Q3,rinvresid21Q4,rinvresid22Q1
1949:Q3,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,#N/A,#N/A,#N/A,#N/A,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,#N/A,#N/A,#N/A,#N/A,#N/A,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,#N/A,#N/A,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137,137,137,137,137,137,137,137,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4
1949:Q4,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,71.8,#N/A,#N/A,#N/A,#N/A,84,84,84,84,84,84,84,84,84,84,84,84,#N/A,#N/A,#N/A,#N/A,#N/A,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,#N/A,#N/A,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,153.8,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
1950:Q1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,#N/A,#N/A,#N/A,#N/A,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,#N/A,#N/A,#N/A,#N/A,#N/A,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,#N/A,#N/A,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.1,171.2,171.2,171.2,171.2,171.2,171.2,171.2,171.2,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,177.5,180.1,180.1,180.1,180.1,180.1,180.1,180.1,180.1,180.1,180.1,180.1,180.1,180.1,180.1,180.1
1950:Q2,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,#N/A,#N/A,#N/A,#N/A,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,#N/A,#N/A,#N/A,#N/A,#N/A,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,#N/A,#N/A,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,194.5,197.4,197.4,197.4,197.4,197.4,197.4,197.4,197.4,197.4,197.4,197.4,197.4,197.4,197.4,197.4
1950:Q3,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,#N/A,#N/A,#N/A,#N/A,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,#N/A,#N/A,#N/A,#N/A,#N/A,118.9,118.9,118.9,118.9,118.9,118.9,118.9,118.9,118.9,118.9,#N/A,#N/A,134.2,134.2,134.2,134.2,134.2,134.2,134.2,134.2,134.2,134.2,134.2,134.2,134.2,134.2,134.2,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,153.4,197.9,197.9,197.9,197.9,197.9,197.9,197.9,197.9,198.1,198.1,198.1,198.1,198.1,198.1,198.1,198.1,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2
1950:Q4,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,#N/A,#N/A,#N/A,#N/A,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,102.5,#N/A,#N/A,#N/A,#N/A,#N/A,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,#N/A,#N/A,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,188.6,188.6,188.6,188.6,188.6,188.6,188.6,188.6,188.8,188.8,188.8,188.8,188.8,188.8,188.8,188.8,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5
1951:Q1,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,#N/A,#N/A,#N/A,#N/A,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,#N/A,#N/A,#N/A,#N/A,#N/A,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,#N/A,#N/A,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,138.4,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,178.8,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2
1951:Q2,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,#N/A,#N/A,#N/A,#N/A,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,#N/A,#N/A,#N/A,#N/A,#N/A,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,#N/A,#N/A,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,154.8,154.8,154.8,154.8,154.8,154.8,154.8,154.8,154.7,154.7,154.7,154.7,154.7,154.7,154.7,154.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,160.7,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163
1951:Q3,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,#N/A,#N/A,#N/A,#N/A,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,78.8,#N/A,#N/A,#N/A,#N/A,#N/A,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,#N/A,#N/A,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,145,145,145,145,145,145,145,145,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,150.6,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8
1951:Q4,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,#N/A,#N/A,#N/A,#N/A,79.5,79.5,79.5,79.5,79.5,79.5,79.5,79.5,79.5,79.5,79.5,79.5,#N/A,#N/A,#N/A,#N/A,#N/A,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,#N/A,#N/A,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.2,146.2,146.2,146.2,146.2,146.2,146.2,146.2,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2
1952:Q1,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,#N/A,#N/A,#N/A,#N/A,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,#N/A,#N/A,#N/A,#N/A,#N/A,90,90,90,90,90,90,90,90,90,90,#N/A,#N/A,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,116.1,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3,158.3
1952:Q2,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,#N/A,#N/A,#N/A,#N/A,83,83,83,83,83,83,83,83,83,83,83,83,#N/A,#N/A,#N/A,#N/A,#N/A,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,#N/A,#N/A,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.5,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.7,152.8,152.8,152.8,152.8,152.8,152.8,152.8,152.8,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2,161.2
1952:Q3,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,#N/A,#N/A,#N/A,#N/A,82.3,82.3,82.3,82.3,82.3,82.3,82.3,82.3,82.3,82.3,82.3,82.3,#N/A,#N/A,#N/A,#N/A,#N/A,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,#N/A,#N/A,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6
