DATE,RCONS65Q4,RCONS66Q1,RCONS66Q2,RCONS66Q3,RCONS66Q4,RCONS67Q1,RCONS67Q2,RCONS67Q3,RCONS67Q4,RCONS68Q1,RCONS68Q2,RCONS68Q3,RCONS68Q4,RCONS69Q1,RCONS69Q2,RCONS69Q3,RCONS69Q4,RCONS70Q1,RCONS70Q2,RCONS70Q3,RCONS70Q4,RCONS71Q1,RCONS71Q2,RCONS71Q3,RCONS71Q4,RCONS72Q1,RCONS72Q2,RCONS72Q3,RCONS72Q4,RCONS73Q1,RCONS73Q2,RCONS73Q3,RCONS73Q4,RCONS74Q1,RCONS74Q2,RCONS74Q3,RCONS74Q4,RCONS75Q1,RCONS75Q2,RCONS75Q3,RCONS75Q4,RCONS76Q1,RCONS76Q2,RCONS76Q3,RCONS76Q4,RCONS77Q1,RCONS77Q2,RCONS77Q3,RCONS77Q4,RCONS78Q1,RCONS78Q2,RCONS78Q3,RCONS78Q4,RCONS79Q1,RCONS79Q2,RCONS79Q3,RCONS79Q4,RCONS80Q1,RCONS80Q2,RCONS80Q3,RCONS80Q4,RCONS81Q1,RCONS81Q2,RCONS81Q3,RCONS81Q4,RCONS82Q1,RCONS82Q2,RCONS82Q3,RCONS82Q4,RCONS83Q1,RCONS83Q2,RCONS83Q3,RCONS83Q4,RCONS84Q1,RCONS84Q2,RCONS84Q3,RCONS84Q4,RCONS85Q1,RCONS85Q2,RCONS85Q3,RCONS85Q4,RCONS86Q1,RCONS86Q2,RCONS86Q3,RCONS86Q4,RCONS87Q1,RCONS87Q2,RCONS87Q3,RCONS87Q4,RCONS88Q1,RCONS88Q2,RCONS88Q3,RCONS88Q4,RCONS89Q1,RCONS89Q2,RCONS89Q3,RCONS89Q4,RCONS90Q1,RCONS90Q2,RCONS90Q3,RCONS90Q4,RCONS91Q1,RCONS91Q2,RCONS91Q3,RCONS91Q4,RCONS92Q1,RCONS92Q2,RCONS92Q3,RCONS92Q4,RCONS93Q1,RCONS93Q2,RCONS93Q3,RCONS93Q4,RCONS94Q1,RCONS94Q2,RCONS94Q3,RCONS94Q4,RCONS95Q1,RCONS95Q2,RCONS95Q3,RCONS95Q4,RCONS96Q1,RCONS96Q2,RCONS96Q3,RCONS96Q4,RCONS97Q1,RCONS97Q2,RCONS97Q3,RCONS97Q4,RCONS98Q1,RCONS98Q2,RCONS98Q3,RCONS98Q4,RCONS99Q1,RCONS99Q2,RCONS99Q3,RCONS99Q4,RCONS00Q1,RCONS00Q2,RCONS00Q3,RCONS00Q4,RCONS01Q1,RCONS01Q2,RCONS01Q3,RCONS01Q4,RCONS02Q1,RCONS02Q2,RCONS02Q3,RCONS02Q4,RCONS03Q1,RCONS03Q2,RCONS03Q3,RCONS03Q4,RCONS04Q1,RCONS04Q2,RCONS04Q3,RCONS04Q4,RCONS05Q1,RCONS05Q2,RCONS05Q3,RCONS05Q4,RCONS06Q1,RCONS06Q2,RCONS06Q3,RCONS06Q4,RCONS07Q1,RCONS07Q2,RCONS07Q3,RCONS07Q4,RCONS08Q1,RCONS08Q2,RCONS08Q3,RCONS08Q4,RCONS09Q1,RCONS09Q2,RCONS09Q3,RCONS09Q4,RCONS10Q1,RCONS10Q2,RCONS10Q3,RCONS10Q4,RCONS11Q1,RCONS11Q2,RCONS11Q3,RCONS11Q4,RCONS12Q1,RCONS12Q2,RCONS12Q3,RCONS12Q4,RCONS13Q1,RCONS13Q2,RCONS13Q3,RCONS13Q4,RCONS14Q1,RCONS14Q2,RCONS14Q3,RCONS14Q4,RCONS15Q1,RCONS15Q2,RCONS15Q3,RCONS15Q4,RCONS16Q1,RCONS16Q2,RCONS16Q3,RCONS16Q4,RCONS17Q1,RCONS17Q2,RCONS17Q3,RCONS17Q4,RCONS18Q1,RCONS18Q2,RCONS18Q3,RCONS18Q4,RCONS19Q1,RCONS19Q2,RCONS19Q3,RCONS19Q4,RCONS20Q1,RCONS20Q2,RCONS20Q3,RCONS20Q4,RCONS21Q1,RCONS21Q2,RCONS21Q3,RCONS21Q4,RCONS22Q1
1950:Q2,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,132.7,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,#N/A,#N/A,#N/A,#N/A,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,#N/A,#N/A,#N/A,#N/A,#N/A,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,#N/A,#N/A,507.6,507.6,507.6,507.6,507.6,507.6,507.6,507.6,507.6,507.6,507.6,507.6,507.6,507.6,507.6,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.5,545.4,742.1,742.1,742.1,742.1,742.1,742.1,742.1,742.1,742.8,742.8,742.8,742.8,742.8,742.8,742.8,742.8,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,798.5,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6
1950:Q3,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,82.7,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.5,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,134.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,#N/A,#N/A,#N/A,#N/A,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,383.7,#N/A,#N/A,#N/A,#N/A,#N/A,466.8,466.8,466.8,466.8,466.8,466.8,466.8,466.8,466.8,466.8,#N/A,#N/A,514.6,514.6,514.6,514.6,514.6,514.6,514.6,514.6,514.6,514.6,514.6,514.6,514.6,514.6,514.6,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.1,753.6,753.6,753.6,753.6,753.6,753.6,753.6,753.6,754.3,754.3,754.3,754.3,754.3,754.3,754.3,754.3,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,810.8,862.7,862.7,862.7,862.7,862.7,862.7,862.7,862.7,862.7,862.7,862.7,862.7,862.7,862.7,862.7
1950:Q4,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.6,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,#N/A,#N/A,#N/A,#N/A,386.5,386.5,386.5,386.5,386.5,386.5,386.5,386.5,386.5,386.5,386.5,386.5,#N/A,#N/A,#N/A,#N/A,#N/A,471.7,471.7,471.7,471.7,471.7,471.7,471.7,471.7,471.7,471.7,#N/A,#N/A,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,520.4,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.6,559.4,758.4,758.4,758.4,758.4,758.4,758.4,758.4,758.4,759,759,759,759,759,759,759,759,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,815.9,868.2,868.2,868.2,868.2,868.2,868.2,868.2,868.2,868.2,868.2,868.2,868.2,868.2,868.2,868.2
1951:Q1,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.3,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,#N/A,#N/A,#N/A,#N/A,391.5,391.5,391.5,391.5,391.5,391.5,391.5,391.5,391.5,391.5,391.5,391.5,#N/A,#N/A,#N/A,#N/A,#N/A,478.9,478.9,478.9,478.9,478.9,478.9,478.9,478.9,478.9,478.9,#N/A,#N/A,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569,779.1,779.1,779.1,779.1,779.1,779.1,779.1,779.1,779.8,779.8,779.8,779.8,779.8,779.8,779.8,779.8,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,838.2,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892
1951:Q2,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,84.6,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,#N/A,#N/A,#N/A,#N/A,392.9,392.9,392.9,392.9,392.9,392.9,392.9,392.9,392.9,392.9,392.9,392.9,#N/A,#N/A,#N/A,#N/A,#N/A,481.9,481.9,481.9,481.9,481.9,481.9,481.9,481.9,481.9,481.9,#N/A,#N/A,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,531.4,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,784.4,784.4,784.4,784.4,784.4,784.4,784.4,784.4,785,785,785,785,785,785,785,785,843.9,843.9,843.9,843.9,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,843.8,898.1,898.1,898.1,898.1,898.1,898.1,898.1,898.1,898.1,898.1,898.1,898.1,898.1,898.1,898.1
1951:Q3,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,137.6,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,#N/A,#N/A,#N/A,#N/A,395.2,395.2,395.2,395.2,395.2,395.2,395.2,395.2,395.2,395.2,395.2,395.2,#N/A,#N/A,#N/A,#N/A,#N/A,486,486,486,486,486,486,486,486,486,486,#N/A,#N/A,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,578.2,794.2,794.2,794.2,794.2,794.2,794.2,794.2,794.2,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,854.4,909.3,909.3,909.3,909.3,909.3,909.3,909.3,909.3,909.3,909.3,909.3,909.3,909.3,909.3,909.3
1951:Q4,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,85.3,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,312.2,#N/A,#N/A,#N/A,#N/A,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,#N/A,#N/A,#N/A,#N/A,#N/A,487.8,487.8,487.8,487.8,487.8,487.8,487.8,487.8,487.8,487.8,#N/A,#N/A,537.8,537.8,537.8,537.8,537.8,537.8,537.8,537.8,537.8,537.8,537.8,537.8,537.8,537.8,537.8,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,580.3,796.2,796.2,796.2,796.2,796.2,796.2,796.2,796.2,796.9,796.9,796.9,796.9,796.9,796.9,796.9,796.9,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,856.5,911.6,911.6,911.6,911.6,911.6,911.6,911.6,911.6,911.6,911.6,911.6,911.6,911.6,911.6,911.6
1952:Q1,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.6,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,138.7,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,315.9,#N/A,#N/A,#N/A,#N/A,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,#N/A,#N/A,#N/A,#N/A,#N/A,494.6,494.6,494.6,494.6,494.6,494.6,494.6,494.6,494.6,494.6,#N/A,#N/A,545.4,545.4,545.4,545.4,545.4,545.4,545.4,545.4,545.4,545.4,545.4,545.4,545.4,545.4,545.4,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.2,588.1,806,806,806,806,806,806,806,806,806.7,806.7,806.7,806.7,806.7,806.7,806.7,806.7,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,867.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1,923.1
1952:Q2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,87.2,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,319.6,#N/A,#N/A,#N/A,#N/A,404.9,404.9,404.9,404.9,404.9,404.9,404.9,404.9,404.9,404.9,404.9,404.9,#N/A,#N/A,#N/A,#N/A,#N/A,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,#N/A,#N/A,552.7,552.7,552.7,552.7,552.7,552.7,552.7,552.7,552.7,552.7,552.7,552.7,552.7,552.7,552.7,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.8,595.7,818.6,818.6,818.6,818.6,818.6,818.6,818.6,818.6,819.3,819.3,819.3,819.3,819.3,819.3,819.3,819.3,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,880.7,937.3,937.3,937.3,937.3,937.3,937.3,937.3,937.3,937.3,937.3,937.3,937.3,937.3,937.3,937.3
1952:Q3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.4,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,141.5,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,323.6,#N/A,#N/A,#N/A,#N/A,410,410,410,410,410,410,410,410,410,410,410,410,#N/A,#N/A,#N/A,#N/A,#N/A,508.3,508.3,508.3,508.3,508.3,508.3,508.3,508.3,508.3,508.3,#N/A,#N/A,560.3,560.3,560.3,560.3,560.3,560.3,560.3,560.3,560.3,560.3,560.3,560.3,560.3,560.3,560.3,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,603.9,829.5,829.5,829.5,829.5,829.5,829.5,829.5,829.5,830.2,830.2,830.2,830.2,830.2,830.2,830.2,830.2,892.4,892.4,892.4,892.4,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,892.3,949.6,949.6,949.6,949.6,949.6,949.6,949.6,949.6,949.6,949.6,949.6,949.6,949.6,949.6,949.6
1952:Q4,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,89.6,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,143.4,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,328.5,#N/A,#N/A,#N/A,#N/A,416.7,416.7,416.7,416.7,416.7,416.7,416.7,416.7,416.7,416.7,416.7,416.7,#N/A,#N/A,#N/A,#N/A,#N/A,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,516.5,#N/A,#N/A,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.6,613.5,841.3,841.3,841.3,841.3,841.3,841.3,841.3,841.3,842.1,842.1,842.1,842.1,842.1,842.1,842.1,842.1,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,963,963,963,963,963,963,963,963,963,963,963,963,963,963,963
1953:Q1,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,144.4,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,330.6,#N/A,#N/A,#N/A,#N/A,419.2,419.2,419.2,419.2,419.2,419.2,419.2,419.2,419.2,419.2,419.2,419.2,#N/A,#N/A,#N/A,#N/A,#N/A,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,520.8,#N/A,#N/A,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,574.4,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.8,618.7,850,850,850,850,850,850,850,850,850.7,850.7,850.7,850.7,850.7,850.7,850.7,850.7,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,914.3,972.5,972.5,972.5,972.5,972.5,972.5,972.5,972.5,972.5,972.5,972.5,972.5,972.5,972.5,972.5
1953:Q2,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,#N/A,#N/A,#N/A,#N/A,424.9,424.9,424.9,424.9,424.9,424.9,424.9,424.9,424.9,424.9,424.9,424.9,#N/A,#N/A,#N/A,#N/A,#N/A,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,528.1,#N/A,#N/A,582.6,582.6,582.6,582.6,582.6,582.6,582.6,582.6,582.6,582.6,582.6,582.6,582.6,582.6,582.6,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,627.2,860.2,860.2,860.2,860.2,860.2,860.2,860.2,860.2,860.9,860.9,860.9,860.9,860.9,860.9,860.9,860.9,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,925.2,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1
