DATE,RATESAV65Q4,RATESAV66Q1,RATESAV66Q2,RATESAV66Q3,RATESAV66Q4,RATESAV67Q1,RATESAV67Q2,RATESAV67Q3,RATESAV67Q4,RATESAV68Q1,RATESAV68Q2,RATESAV68Q3,RATESAV68Q4,RATESAV69Q1,RATESAV69Q2,RATESAV69Q3,RATESAV69Q4,RATESAV70Q1,RATESAV70Q2,RATESAV70Q3,RATESAV70Q4,RATESAV71Q1,RATESAV71Q2,RATESAV71Q3,RATESAV71Q4,RATESAV72Q1,RATESAV72Q2,RATESAV72Q3,RATESAV72Q4,RATESAV73Q1,RATESAV73Q2,RATESAV73Q3,RATESAV73Q4,RATESAV74Q1,RATESAV74Q2,RATESAV74Q3,RATESAV74Q4,RATESAV75Q1,RATESAV75Q2,RATESAV75Q3,RATESAV75Q4,RATESAV76Q1,RATESAV76Q2,RATESAV76Q3,RATESAV76Q4,RATESAV77Q1,RATESAV77Q2,RATESAV77Q3,RATESAV77Q4,RATESAV78Q1,RATESAV78Q2,RATESAV78Q3,RATESAV78Q4,RATESAV79Q1,RATESAV79Q2,RATESAV79Q3,RATESAV79Q4,RATESAV80Q1,RATESAV80Q2,RATESAV80Q3,RATESAV80Q4,RATESAV81Q1,RATESAV81Q2,RATESAV81Q3,RATESAV81Q4,RATESAV82Q1,RATESAV82Q2,RATESAV82Q3,RATESAV82Q4,RATESAV83Q1,RATESAV83Q2,RATESAV83Q3,RATESAV83Q4,RATESAV84Q1,RATESAV84Q2,RATESAV84Q3,RATESAV84Q4,RATESAV85Q1,RATESAV85Q2,RATESAV85Q3,RATESAV85Q4,RATESAV86Q1,RATESAV86Q2,RATESAV86Q3,RATESAV86Q4,RATESAV87Q1,RATESAV87Q2,RATESAV87Q3,RATESAV87Q4,RATESAV88Q1,RATESAV88Q2,RATESAV88Q3,RATESAV88Q4,RATESAV89Q1,RATESAV89Q2,RATESAV89Q3,RATESAV89Q4,RATESAV90Q1,RATESAV90Q2,RATESAV90Q3,RATESAV90Q4,RATESAV91Q1,RATESAV91Q2,RATESAV91Q3,RATESAV91Q4,RATESAV92Q1,RATESAV92Q2,RATESAV92Q3,RATESAV92Q4,RATESAV93Q1,RATESAV93Q2,RATESAV93Q3,RATESAV93Q4,RATESAV94Q1,RATESAV94Q2,RATESAV94Q3,RATESAV94Q4,RATESAV95Q1,RATESAV95Q2,RATESAV95Q3,RATESAV95Q4,RATESAV96Q1,RATESAV96Q2,RATESAV96Q3,RATESAV96Q4,RATESAV97Q1,RATESAV97Q2,RATESAV97Q3,RATESAV97Q4,RATESAV98Q1,RATESAV98Q2,RATESAV98Q3,RATESAV98Q4,RATESAV99Q1,RATESAV99Q2,RATESAV99Q3,RATESAV99Q4,RATESAV00Q1,RATESAV00Q2,RATESAV00Q3,RATESAV00Q4,RATESAV01Q1,RATESAV01Q2,RATESAV01Q3,RATESAV01Q4,RATESAV02Q1,RATESAV02Q2,RATESAV02Q3,RATESAV02Q4,RATESAV03Q1,RATESAV03Q2,RATESAV03Q3,RATESAV03Q4,RATESAV04Q1,RATESAV04Q2,RATESAV04Q3,RATESAV04Q4,RATESAV05Q1,RATESAV05Q2,RATESAV05Q3,RATESAV05Q4,RATESAV06Q1,RATESAV06Q2,RATESAV06Q3,RATESAV06Q4,RATESAV07Q1,RATESAV07Q2,RATESAV07Q3,RATESAV07Q4,RATESAV08Q1,RATESAV08Q2,RATESAV08Q3,RATESAV08Q4,RATESAV09Q1,RATESAV09Q2,RATESAV09Q3,RATESAV09Q4,RATESAV10Q1,RATESAV10Q2,RATESAV10Q3,RATESAV10Q4,RATESAV11Q1,RATESAV11Q2,RATESAV11Q3,RATESAV11Q4,RATESAV12Q1,RATESAV12Q2,RATESAV12Q3,RATESAV12Q4,RATESAV13Q1,RATESAV13Q2,RATESAV13Q3,RATESAV13Q4,RATESAV14Q1,RATESAV14Q2,RATESAV14Q3,RATESAV14Q4,RATESAV15Q1,RATESAV15Q2,RATESAV15Q3,RATESAV15Q4,RATESAV16Q1,RATESAV16Q2,RATESAV16Q3,RATESAV16Q4,RATESAV17Q1,RATESAV17Q2,RATESAV17Q3,RATESAV17Q4,RATESAV18Q1,RATESAV18Q2,RATESAV18Q3,RATESAV18Q4,RATESAV19Q1,RATESAV19Q2,RATESAV19Q3,RATESAV19Q4,RATESAV20Q1,RATESAV20Q2,RATESAV20Q3,RATESAV20Q4,RATESAV21Q1,RATESAV21Q2,RATESAV21Q3,RATESAV21Q4,RATESAV22Q1
1969:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.8002,5.4036,5.3261,5.3261,5.3261,5.6046,5.6046,5.6046,5.6046,5.349,5.349,5.349,5.349,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,5.2898,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,4.9121,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.6763,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.3682,5.5668,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,5.5512,6.0568,6.0568,6.0568,6.0568,6.0568,6.2326,6.2326,6.2326,6.2326,6.2326,6.2326,6.2326,6.2326,6.2326,6.2326,#N/A,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.9241,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,6.8918,#N/A,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,6.8785,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,9.7951,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627,10.0627
1969:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.8427,5.3537,5.3537,5.3537,5.3451,5.3451,5.3451,5.3451,5.3363,5.3363,5.3363,5.3363,5.322,5.322,5.322,5.322,5.322,5.322,5.322,5.322,5.322,5.322,5.322,5.322,5.322,5.322,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.1463,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8394,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.8423,5.9048,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,5.8896,6.382,6.382,6.382,6.382,6.382,6.5949,6.5949,6.5949,6.5949,6.5949,6.5949,6.5949,6.5949,6.5949,6.5949,#N/A,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.1912,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,7.159,#N/A,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,7.1601,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.1489,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066,10.3066
1969:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.4339,6.7449,6.7449,6.5564,6.5564,6.5564,6.5564,6.5765,6.5765,6.5765,6.5765,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.6231,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,6.1748,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.0405,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2188,7.2816,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.2668,7.7614,7.7614,7.7614,7.7614,7.7614,7.9377,7.9377,7.9377,7.9377,7.9377,7.9377,7.9377,7.9377,7.9377,7.9377,#N/A,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.541,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,8.5643,#N/A,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,8.5522,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.5694,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608,11.6608
1969:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.4287,6.4402,6.3172,6.3172,6.3172,6.3172,6.5852,6.5852,6.5852,6.5852,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.7977,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.0015,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,6.8041,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.1859,7.3288,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.3142,7.7834,7.7834,7.7834,7.7834,7.7834,7.7967,7.7967,7.7967,7.7967,7.7967,7.7967,7.7967,7.7967,7.7967,7.7967,#N/A,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.468,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,8.4765,#N/A,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,8.4646,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.5283,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073,11.6073
1970:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.4858,6.7338,6.7338,6.7338,6.7338,6.9203,6.9203,6.9203,6.9203,6.9322,6.9322,6.9322,6.9322,6.9141,6.9141,6.9141,6.9141,6.9141,6.9141,6.9141,6.9141,6.9141,6.9141,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.0784,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,6.8801,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0178,7.0231,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.0087,7.4448,7.4448,7.4448,7.4448,7.4448,7.5906,7.5906,7.5906,7.5906,7.5906,7.5906,7.5906,7.5906,7.5906,7.5906,#N/A,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.3814,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,8.365,#N/A,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,8.3545,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.8421,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778,11.9778
1970:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.617,7.5336,7.5336,7.5336,7.9043,7.9043,7.9043,7.9043,8.1345,8.1345,8.1345,8.1345,8.3019,8.3019,8.3019,8.3019,8.3019,8.3019,8.3019,8.3019,8.3019,8.3019,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,7.5381,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.3478,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.1845,8.0251,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.0112,8.4269,8.4269,8.4269,8.4269,8.4269,8.6307,8.6307,8.6307,8.6307,8.6307,8.6307,8.6307,8.6307,8.6307,8.6307,#N/A,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5049,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,9.5277,#N/A,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,9.5166,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.4519,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441,12.6441
1970:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.5758,7.6046,7.6046,8.2448,8.2448,8.2448,8.2448,8.2964,8.2964,8.2964,8.2964,8.656,8.656,8.656,8.656,8.656,8.656,8.656,8.656,8.656,8.656,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,7.8138,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4727,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.4928,8.3276,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.314,8.7175,8.7175,8.7175,8.7175,8.7175,8.9027,8.9027,8.9027,8.9027,8.9027,8.9027,8.9027,8.9027,8.9027,8.9027,#N/A,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9292,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,9.9532,#N/A,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,9.9545,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.0592,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687,13.2687
1970:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.3038,7.4297,8.3393,8.3393,8.3393,8.3393,8.4091,8.4091,8.4091,8.4091,8.569,8.569,8.569,8.569,8.569,8.569,8.569,8.569,8.569,8.569,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,7.9983,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.3486,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.5185,8.4963,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.4828,8.9035,8.9035,8.9035,8.9035,8.9035,8.8913,8.8913,8.8913,8.8913,8.8913,8.8913,8.8913,8.8913,8.8913,8.8913,#N/A,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8756,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,9.8728,#N/A,9.886,9.886,9.886,9.886,9.886,9.886,9.886,9.886,9.886,9.886,9.886,9.886,9.886,9.886,9.886,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.0535,13.283,13.283,13.283,13.283,13.283,13.283,13.283,13.283,13.283,13.283,13.283,13.283,13.283,13.283,13.283
1971:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.1758,8.144,8.0931,8.1163,8.1163,8.1714,8.1714,8.1714,8.1714,8.1386,8.1386,8.1386,8.1386,8.1938,8.1938,8.1938,8.1938,8.1938,8.1938,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.0409,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.4073,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.5355,8.3869,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.3738,8.853,8.853,8.853,8.853,8.853,8.8886,8.8886,8.8886,8.8886,8.8886,8.8886,8.8886,8.8886,8.8886,8.8886,#N/A,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,9.9537,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,10.054,#N/A,9.964,9.964,9.964,9.964,9.964,9.964,9.964,9.964,9.964,9.964,9.964,9.964,9.964,9.964,9.964,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.1494,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739,13.3739
1971:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.3794,8.2208,8.5992,8.5992,8.6283,8.6283,8.6283,8.6283,8.5349,8.5349,8.5349,8.5349,8.5204,8.5204,8.5204,8.5204,8.5204,8.5204,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.1329,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,8.6347,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,9.0815,8.7719,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,8.7591,9.188,9.188,9.188,9.188,9.188,9.3722,9.3722,9.3722,9.3722,9.3722,9.3722,9.3722,9.3722,9.3722,9.3722,#N/A,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.4399,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,#N/A,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,10.4715,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.6127,13.819,13.819,13.819,13.819,13.819,13.819,13.819,13.819,13.819,13.819,13.819,13.819,13.819,13.819,13.819
