DATE,PINTI65Q4,PINTI66Q1,PINTI66Q2,PINTI66Q3,PINTI66Q4,PINTI67Q1,PINTI67Q2,PINTI67Q3,PINTI67Q4,PINTI68Q1,PINTI68Q2,PINTI68Q3,PINTI68Q4,PINTI69Q1,PINTI69Q2,PINTI69Q3,PINTI69Q4,PINTI70Q1,PINTI70Q2,PINTI70Q3,PINTI70Q4,PINTI71Q1,PINTI71Q2,PINTI71Q3,PINTI71Q4,PINTI72Q1,PINTI72Q2,PINTI72Q3,PINTI72Q4,PINTI73Q1,PINTI73Q2,PINTI73Q3,PINTI73Q4,PINTI74Q1,PINTI74Q2,PINTI74Q3,PINTI74Q4,PINTI75Q1,PINTI75Q2,PINTI75Q3,PINTI75Q4,PINTI76Q1,PINTI76Q2,PINTI76Q3,PINTI76Q4,PINTI77Q1,PINTI77Q2,PINTI77Q3,PINTI77Q4,PINTI78Q1,PINTI78Q2,PINTI78Q3,PINTI78Q4,PINTI79Q1,PINTI79Q2,PINTI79Q3,PINTI79Q4,PINTI80Q1,PINTI80Q2,PINTI80Q3,PINTI80Q4,PINTI81Q1,PINTI81Q2,PINTI81Q3,PINTI81Q4,PINTI82Q1,PINTI82Q2,PINTI82Q3,PINTI82Q4,PINTI83Q1,PINTI83Q2,PINTI83Q3,PINTI83Q4,PINTI84Q1,PINTI84Q2,PINTI84Q3,PINTI84Q4,PINTI85Q1,PINTI85Q2,PINTI85Q3,PINTI85Q4,PINTI86Q1,PINTI86Q2,PINTI86Q3,PINTI86Q4,PINTI87Q1,PINTI87Q2,PINTI87Q3,PINTI87Q4,PINTI88Q1,PINTI88Q2,PINTI88Q3,PINTI88Q4,PINTI89Q1,PINTI89Q2,PINTI89Q3,PINTI89Q4,PINTI90Q1,PINTI90Q2,PINTI90Q3,PINTI90Q4,PINTI91Q1,PINTI91Q2,PINTI91Q3,PINTI91Q4,PINTI92Q1,PINTI92Q2,PINTI92Q3,PINTI92Q4,PINTI93Q1,PINTI93Q2,PINTI93Q3,PINTI93Q4,PINTI94Q1,PINTI94Q2,PINTI94Q3,PINTI94Q4,PINTI95Q1,PINTI95Q2,PINTI95Q3,PINTI95Q4,PINTI96Q1,PINTI96Q2,PINTI96Q3,PINTI96Q4,PINTI97Q1,PINTI97Q2,PINTI97Q3,PINTI97Q4,PINTI98Q1,PINTI98Q2,PINTI98Q3,PINTI98Q4,PINTI99Q1,PINTI99Q2,PINTI99Q3,PINTI99Q4,PINTI00Q1,PINTI00Q2,PINTI00Q3,PINTI00Q4,PINTI01Q1,PINTI01Q2,PINTI01Q3,PINTI01Q4,PINTI02Q1,PINTI02Q2,PINTI02Q3,PINTI02Q4,PINTI03Q1,PINTI03Q2,PINTI03Q3,PINTI03Q4,PINTI04Q1,PINTI04Q2,PINTI04Q3,PINTI04Q4,PINTI05Q1,PINTI05Q2,PINTI05Q3,PINTI05Q4,PINTI06Q1,PINTI06Q2,PINTI06Q3,PINTI06Q4,PINTI07Q1,PINTI07Q2,PINTI07Q3,PINTI07Q4,PINTI08Q1,PINTI08Q2,PINTI08Q3,PINTI08Q4,PINTI09Q1,PINTI09Q2,PINTI09Q3,PINTI09Q4,PINTI10Q1,PINTI10Q2,PINTI10Q3,PINTI10Q4,PINTI11Q1,PINTI11Q2,PINTI11Q3,PINTI11Q4,PINTI12Q1,PINTI12Q2,PINTI12Q3,PINTI12Q4,PINTI13Q1,PINTI13Q2,PINTI13Q3,PINTI13Q4,PINTI14Q1,PINTI14Q2,PINTI14Q3,PINTI14Q4,PINTI15Q1,PINTI15Q2,PINTI15Q3,PINTI15Q4,PINTI16Q1,PINTI16Q2,PINTI16Q3,PINTI16Q4,PINTI17Q1,PINTI17Q2,PINTI17Q3,PINTI17Q4,PINTI18Q1,PINTI18Q2,PINTI18Q3,PINTI18Q4,PINTI19Q1,PINTI19Q2,PINTI19Q3,PINTI19Q4,PINTI20Q1,PINTI20Q2,PINTI20Q3,PINTI20Q4,PINTI21Q1,PINTI21Q2,PINTI21Q3,PINTI21Q4,PINTI22Q1
1990:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,681.3,678,678,678,678,678,716.2,716.2,690.5,690.5,690.5,690.5,690.5,692.8,692.8,692.8,692.8,692.8,692.8,692.8,692.8,692.8,701.1,701.1,701.1,701.1,701.1,701.1,701.1,701.1,701.1,701.1,701.1,701.1,701.1,701.1,701.1,#N/A,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,752.7,#N/A,749.6,749.6,749.6,749.6,749.6,749.6,749.6,749.6,749.6,749.6,749.6,749.6,749.6,749.6,749.6,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,819.8,833.4,833.4,833.4,833.4,833.4,833.4,833.4,833.4,833.4,833.4,833.4,833.4,833.4,833.4,833.4
1990:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,686.4,685.3,685.3,685.3,685.3,729.1,729.1,697.3,697.3,697.3,697.3,697.3,702.8,702.8,702.8,702.8,702.8,702.8,702.8,702.8,702.8,711.6,711.6,711.6,711.6,711.6,711.6,711.6,711.6,711.6,711.6,711.6,711.6,711.6,711.6,711.6,#N/A,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,778.6,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,761.2,#N/A,757.9,757.9,757.9,757.9,757.9,757.9,757.9,757.9,757.9,757.9,757.9,757.9,757.9,757.9,757.9,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,840.3,840.3,840.3,840.3,840.3,840.3,840.3,840.3,840.3,840.3,840.3,840.3,840.3,840.3,840.3
1990:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,690.1,687.9,687.9,687.9,736.9,736.9,706.3,706.3,706.3,706.3,706.3,710.3,710.3,710.3,710.3,710.3,710.3,710.3,710.3,710.3,714.2,714.2,714.2,714.2,714.2,714.2,714.2,714.2,714.2,714.2,714.2,714.2,714.2,714.2,714.2,#N/A,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,785.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,#N/A,761.9,761.9,761.9,761.9,761.9,761.9,761.9,761.9,761.9,761.9,761.9,761.9,761.9,761.9,761.9,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,827.3,842.8,842.8,842.8,842.8,842.8,842.8,842.8,842.8,842.8,842.8,842.8,842.8,842.8,842.8,842.8
1991:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,683.4,682,682,730.1,730.1,701.1,701.1,701.1,701.1,701.1,715.4,715.4,715.4,710.1,710.1,710.1,710.1,710.1,710.1,705.4,705.4,705.4,705.4,705.4,705.4,705.4,705.4,705.4,705.4,705.4,705.4,705.4,705.4,705.4,#N/A,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,774.4,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,#N/A,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,811.4,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829
1991:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,672.7,674.3,721.8,721.8,696.2,696.2,696.2,696.2,696.2,720,720,720,697.3,697.3,697.3,697.3,697.3,697.3,702.2,702.2,702.2,702.2,702.2,702.2,702.2,702.2,702.2,702.2,702.2,702.2,702.2,702.2,702.2,#N/A,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,#N/A,751.2,751.2,751.2,751.2,751.2,751.2,751.2,751.2,751.2,751.2,751.2,751.2,751.2,751.2,751.2,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,805.9,824.4,824.4,824.4,824.4,824.4,824.4,824.4,824.4,824.4,824.4,824.4,824.4,824.4,824.4,824.4
1991:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,669.4,716.7,716.7,701.8,701.8,701.8,701.8,701.8,717.3,717.3,717.3,691,691,691,691,691,691,697,697,697,697,697,697,697,697,697,697,697,697,697,697,697,#N/A,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,773.2,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,#N/A,748.5,748.5,748.5,748.5,748.5,748.5,748.5,748.5,748.5,748.5,748.5,748.5,748.5,748.5,748.5,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824
1991:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,709.1,705.7,703.3,703.3,703.3,703.3,703.3,709.6,709.6,709.6,682.2,682.2,682.2,682.2,682.2,682.2,692.3,692.3,692.3,692.3,692.3,692.3,692.3,692.3,692.3,692.3,692.3,692.3,692.3,692.3,692.3,#N/A,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,765.4,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,#N/A,741.2,741.2,741.2,741.2,741.2,741.2,741.2,741.2,741.2,741.2,741.2,741.2,741.2,741.2,741.2,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,798.9,816.7,816.7,816.7,816.7,816.7,816.7,816.7,816.7,816.7,816.7,816.7,816.7,816.7,816.7,816.7
1992:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,688.1,684.8,684.8,684.8,684.8,684.8,694.4,694.4,694.4,669.1,669.1,669.1,669.1,669.1,669.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,674.1,#N/A,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,760.7,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,733.3,#N/A,731.5,731.5,731.5,731.5,731.5,731.5,731.5,731.5,731.5,731.5,731.5,731.5,731.5,731.5,731.5,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,794.8,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1
1992:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,673.2,675.2,675.2,675.2,675.2,696,696,696,670.2,670.2,670.2,670.2,670.2,670.2,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,#N/A,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,756.8,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,727.6,#N/A,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,726.3,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,796.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7,812.7
1992:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,666.7,663.2,663.2,663.2,692.2,692.2,692.2,663.2,663.2,663.2,663.2,663.2,663.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,661.2,#N/A,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,744.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,718.5,#N/A,717.5,717.5,717.5,717.5,717.5,717.5,717.5,717.5,717.5,717.5,717.5,717.5,717.5,717.5,717.5,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,806.5,806.5,806.5,806.5,806.5,806.5,806.5,806.5,806.5,806.5,806.5,806.5,806.5,806.5,806.5
1992:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,655.7,657.8,657.8,694.5,694.5,694.5,658.2,658.2,658.2,658.2,658.2,658.2,660.4,660.4,660.4,660.4,660.4,660.4,660.4,660.4,660.4,660.4,660.4,660.4,660.4,660.4,660.4,#N/A,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,738.6,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,714.3,#N/A,713.3,713.3,713.3,713.3,713.3,713.3,713.3,713.3,713.3,713.3,713.3,713.3,713.3,713.3,713.3,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,790.5,807.8,807.8,807.8,807.8,807.8,807.8,807.8,807.8,807.8,807.8,807.8,807.8,807.8,807.8,807.8
1993:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,655.4,656.4,695.4,695.4,695.4,653.2,653.2,653.2,653.2,653.2,653.2,659,659,659.3,659.3,659.3,659.3,660.3,660.3,660.3,660.3,660.3,660.3,660.3,660.3,660.3,#N/A,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,737.3,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,#N/A,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,811.6,811.6,811.6,811.6,811.6,811.6,811.6,811.6,811.6,811.6,811.6,811.6,811.6,811.6,811.6
