DATE,PINTI65Q4,PINTI66Q1,PINTI66Q2,PINTI66Q3,PINTI66Q4,PINTI67Q1,PINTI67Q2,PINTI67Q3,PINTI67Q4,PINTI68Q1,PINTI68Q2,PINTI68Q3,PINTI68Q4,PINTI69Q1,PINTI69Q2,PINTI69Q3,PINTI69Q4,PINTI70Q1,PINTI70Q2,PINTI70Q3,PINTI70Q4,PINTI71Q1,PINTI71Q2,PINTI71Q3,PINTI71Q4,PINTI72Q1,PINTI72Q2,PINTI72Q3,PINTI72Q4,PINTI73Q1,PINTI73Q2,PINTI73Q3,PINTI73Q4,PINTI74Q1,PINTI74Q2,PINTI74Q3,PINTI74Q4,PINTI75Q1,PINTI75Q2,PINTI75Q3,PINTI75Q4,PINTI76Q1,PINTI76Q2,PINTI76Q3,PINTI76Q4,PINTI77Q1,PINTI77Q2,PINTI77Q3,PINTI77Q4,PINTI78Q1,PINTI78Q2,PINTI78Q3,PINTI78Q4,PINTI79Q1,PINTI79Q2,PINTI79Q3,PINTI79Q4,PINTI80Q1,PINTI80Q2,PINTI80Q3,PINTI80Q4,PINTI81Q1,PINTI81Q2,PINTI81Q3,PINTI81Q4,PINTI82Q1,PINTI82Q2,PINTI82Q3,PINTI82Q4,PINTI83Q1,PINTI83Q2,PINTI83Q3,PINTI83Q4,PINTI84Q1,PINTI84Q2,PINTI84Q3,PINTI84Q4,PINTI85Q1,PINTI85Q2,PINTI85Q3,PINTI85Q4,PINTI86Q1,PINTI86Q2,PINTI86Q3,PINTI86Q4,PINTI87Q1,PINTI87Q2,PINTI87Q3,PINTI87Q4,PINTI88Q1,PINTI88Q2,PINTI88Q3,PINTI88Q4,PINTI89Q1,PINTI89Q2,PINTI89Q3,PINTI89Q4,PINTI90Q1,PINTI90Q2,PINTI90Q3,PINTI90Q4,PINTI91Q1,PINTI91Q2,PINTI91Q3,PINTI91Q4,PINTI92Q1,PINTI92Q2,PINTI92Q3,PINTI92Q4,PINTI93Q1,PINTI93Q2,PINTI93Q3,PINTI93Q4,PINTI94Q1,PINTI94Q2,PINTI94Q3,PINTI94Q4,PINTI95Q1,PINTI95Q2,PINTI95Q3,PINTI95Q4,PINTI96Q1,PINTI96Q2,PINTI96Q3,PINTI96Q4,PINTI97Q1,PINTI97Q2,PINTI97Q3,PINTI97Q4,PINTI98Q1,PINTI98Q2,PINTI98Q3,PINTI98Q4,PINTI99Q1,PINTI99Q2,PINTI99Q3,PINTI99Q4,PINTI00Q1,PINTI00Q2,PINTI00Q3,PINTI00Q4,PINTI01Q1,PINTI01Q2,PINTI01Q3,PINTI01Q4,PINTI02Q1,PINTI02Q2,PINTI02Q3,PINTI02Q4,PINTI03Q1,PINTI03Q2,PINTI03Q3,PINTI03Q4,PINTI04Q1,PINTI04Q2,PINTI04Q3,PINTI04Q4,PINTI05Q1,PINTI05Q2,PINTI05Q3,PINTI05Q4,PINTI06Q1,PINTI06Q2,PINTI06Q3,PINTI06Q4,PINTI07Q1,PINTI07Q2,PINTI07Q3,PINTI07Q4,PINTI08Q1,PINTI08Q2,PINTI08Q3,PINTI08Q4,PINTI09Q1,PINTI09Q2,PINTI09Q3,PINTI09Q4,PINTI10Q1,PINTI10Q2,PINTI10Q3,PINTI10Q4,PINTI11Q1,PINTI11Q2,PINTI11Q3,PINTI11Q4,PINTI12Q1,PINTI12Q2,PINTI12Q3,PINTI12Q4,PINTI13Q1,PINTI13Q2,PINTI13Q3,PINTI13Q4,PINTI14Q1,PINTI14Q2,PINTI14Q3,PINTI14Q4,PINTI15Q1,PINTI15Q2,PINTI15Q3,PINTI15Q4,PINTI16Q1,PINTI16Q2,PINTI16Q3,PINTI16Q4,PINTI17Q1,PINTI17Q2,PINTI17Q3,PINTI17Q4,PINTI18Q1,PINTI18Q2,PINTI18Q3,PINTI18Q4,PINTI19Q1,PINTI19Q2,PINTI19Q3,PINTI19Q4,PINTI20Q1,PINTI20Q2,PINTI20Q3,PINTI20Q4,PINTI21Q1,PINTI21Q2,PINTI21Q3,PINTI21Q4,PINTI22Q1
2006:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,989.6,989.1,989.1,989.1,989.1,1065.7,1065.7,1065.7,1065.7,1085.3,1085.3,1085.3,1085.3,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1067.2,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1162.5,1185.1,1185.1,1185.1,1185.1,1185.1,1185.1,1185.1,1185.1,1185.1,1185.1,1185.1,1185.1,1198.3,1198.3,1198.3
2006:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1021.4,1019.2,1019.2,1019.2,1112.7,1112.7,1112.7,1112.7,1123.4,1123.4,1123.4,1123.4,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1128.7,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1201.6,1238.7,1238.7,1238.7,1238.7,1238.7,1238.7,1238.7,1238.7,1238.7,1238.7,1238.7,1238.7,1272.8,1272.8,1272.8
2006:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1037.2,1035.8,1035.8,1119.7,1119.7,1119.7,1119.7,1147.6,1147.6,1147.6,1147.6,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1236.5,1257.6,1257.6,1257.6,1257.6,1257.6,1257.6,1257.6,1257.6,1257.6,1257.6,1257.6,1257.6,1284.2,1284.2,1284.2
2006:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1028.2,1022.8,1102.8,1102.8,1102.8,1102.8,1145.6,1145.6,1145.6,1145.6,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1258.4,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1261.7,1280.5,1280.5,1280.5
2007:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1040.1,1126.1,1126.1,1126.1,1126.1,1172.2,1172.2,1172.2,1172.2,1198.3,1198.3,1198.3,1198.3,1205.4,1205.4,1205.4,1205.4,1205.4,1205.4,1205.4,1205.4,1205.4,1205.4,1205.4,1205.4,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1289.6,1310.1,1310.1,1310.1,1310.1,1310.1,1310.1,1310.1,1310.1,1310.1,1310.1,1310.1,1310.1,1308.7,1308.7,1308.7
2007:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1143.1,1148.4,1148.4,1148.4,1206.1,1206.1,1206.1,1206.1,1246.5,1246.5,1246.5,1246.5,1248.5,1248.5,1248.5,1248.5,1248.5,1248.5,1248.5,1248.5,1248.5,1248.5,1248.5,1248.5,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1348.6,1379.8,1379.8,1379.8,1379.8,1379.8,1379.8,1379.8,1379.8,1379.8,1379.8,1379.8,1379.8,1393.3,1393.3,1393.3
2007:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1164.3,1171.1,1171.1,1236.2,1236.2,1236.2,1236.2,1297.9,1297.9,1297.9,1297.9,1291.6,1291.6,1291.6,1291.6,1291.6,1291.6,1291.6,1291.6,1291.6,1291.6,1291.6,1291.6,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1382.3,1388.8,1388.8,1388.8,1388.8,1388.8,1388.8,1388.8,1388.8,1388.8,1388.8,1388.8,1388.8,1401.8,1401.8,1401.8
2007:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1173,1173.2,1242.7,1242.7,1242.7,1242.7,1322.8,1322.8,1322.8,1322.8,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1395.7,1395.7,1395.7,1395.7,1395.7,1395.7,1395.7,1395.7,1395.7,1395.7,1395.7,1395.7,1413.1,1413.1,1413.1
2008:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1169.3,1224.6,1224.6,1224.6,1224.6,1304.6,1304.6,1304.6,1304.6,1313.7,1313.7,1313.7,1313.7,1372,1372,1372,1372,1372,1372,1372,1372,1363,1363,1363,1363,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1363.3,1391.6,1391.6,1391.6,1391.6,1391.6,1391.6,1391.6,1391.6,1391.6,1391.6,1391.6,1391.6,1384.2,1384.2,1384.2
2008:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1199.4,1208.7,1208.7,1208.7,1306.6,1306.6,1306.6,1306.6,1315.3,1315.3,1315.3,1315.3,1402.7,1402.7,1402.7,1402.7,1402.7,1402.7,1402.7,1402.7,1358.6,1358.6,1358.6,1358.6,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1359.3,1385.7,1385.7,1385.7,1385.7,1385.7,1385.7,1385.7,1385.7,1385.7,1385.7,1385.7,1385.7,1378,1378,1378
