DATE,WSD65Q4,WSD66Q1,WSD66Q2,WSD66Q3,WSD66Q4,WSD67Q1,WSD67Q2,WSD67Q3,WSD67Q4,WSD68Q1,WSD68Q2,WSD68Q3,WSD68Q4,WSD69Q1,WSD69Q2,WSD69Q3,WSD69Q4,WSD70Q1,WSD70Q2,WSD70Q3,WSD70Q4,WSD71Q1,WSD71Q2,WSD71Q3,WSD71Q4,WSD72Q1,WSD72Q2,WSD72Q3,WSD72Q4,WSD73Q1,WSD73Q2,WSD73Q3,WSD73Q4,WSD74Q1,WSD74Q2,WSD74Q3,WSD74Q4,WSD75Q1,WSD75Q2,WSD75Q3,WSD75Q4,WSD76Q1,WSD76Q2,WSD76Q3,WSD76Q4,WSD77Q1,WSD77Q2,WSD77Q3,WSD77Q4,WSD78Q1,WSD78Q2,WSD78Q3,WSD78Q4,WSD79Q1,WSD79Q2,WSD79Q3,WSD79Q4,WSD80Q1,WSD80Q2,WSD80Q3,WSD80Q4,WSD81Q1,WSD81Q2,WSD81Q3,WSD81Q4,WSD82Q1,WSD82Q2,WSD82Q3,WSD82Q4,WSD83Q1,WSD83Q2,WSD83Q3,WSD83Q4,WSD84Q1,WSD84Q2,WSD84Q3,WSD84Q4,WSD85Q1,WSD85Q2,WSD85Q3,WSD85Q4,WSD86Q1,WSD86Q2,WSD86Q3,WSD86Q4,WSD87Q1,WSD87Q2,WSD87Q3,WSD87Q4,WSD88Q1,WSD88Q2,WSD88Q3,WSD88Q4,WSD89Q1,WSD89Q2,WSD89Q3,WSD89Q4,WSD90Q1,WSD90Q2,WSD90Q3,WSD90Q4,WSD91Q1,WSD91Q2,WSD91Q3,WSD91Q4,WSD92Q1,WSD92Q2,WSD92Q3,WSD92Q4,WSD93Q1,WSD93Q2,WSD93Q3,WSD93Q4,WSD94Q1,WSD94Q2,WSD94Q3,WSD94Q4,WSD95Q1,WSD95Q2,WSD95Q3,WSD95Q4,WSD96Q1,WSD96Q2,WSD96Q3,WSD96Q4,WSD97Q1,WSD97Q2,WSD97Q3,WSD97Q4,WSD98Q1,WSD98Q2,WSD98Q3,WSD98Q4,WSD99Q1,WSD99Q2,WSD99Q3,WSD99Q4,WSD00Q1,WSD00Q2,WSD00Q3,WSD00Q4,WSD01Q1,WSD01Q2,WSD01Q3,WSD01Q4,WSD02Q1,WSD02Q2,WSD02Q3,WSD02Q4,WSD03Q1,WSD03Q2,WSD03Q3,WSD03Q4,WSD04Q1,WSD04Q2,WSD04Q3,WSD04Q4,WSD05Q1,WSD05Q2,WSD05Q3,WSD05Q4,WSD06Q1,WSD06Q2,WSD06Q3,WSD06Q4,WSD07Q1,WSD07Q2,WSD07Q3,WSD07Q4,WSD08Q1,WSD08Q2,WSD08Q3,WSD08Q4,WSD09Q1,WSD09Q2,WSD09Q3,WSD09Q4,WSD10Q1,WSD10Q2,WSD10Q3,WSD10Q4,WSD11Q1,WSD11Q2,WSD11Q3,WSD11Q4,WSD12Q1,WSD12Q2,WSD12Q3,WSD12Q4,WSD13Q1,WSD13Q2,WSD13Q3,WSD13Q4,WSD14Q1,WSD14Q2,WSD14Q3,WSD14Q4,WSD15Q1,WSD15Q2,WSD15Q3,WSD15Q4,WSD16Q1,WSD16Q2,WSD16Q3,WSD16Q4,WSD17Q1,WSD17Q2,WSD17Q3,WSD17Q4,WSD18Q1,WSD18Q2,WSD18Q3,WSD18Q4,WSD19Q1,WSD19Q2,WSD19Q3,WSD19Q4,WSD20Q1,WSD20Q2,WSD20Q3,WSD20Q4,WSD21Q1,WSD21Q2,WSD21Q3,WSD21Q4,WSD22Q1
1981:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1497.8,1498.5,1498.5,1512.3,1512.3,1512.3,1512.3,1512.3,1512.3,1512.3,1512.3,1510.8,1510.8,1510.8,1510.8,1510.8,1510.8,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1527.9,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1532.5,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,#N/A,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.7,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,1534.9,#N/A,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.5,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1528.7,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6,1530.6
1981:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1522.9,1522.5,1531.2,1531.2,1531.2,1531.2,1530.6,1530.6,1530.6,1530.6,1532,1532,1532,1532,1532,1532,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1549.1,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,#N/A,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.6,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,1557.8,#N/A,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1551.5,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6,1550.6
1982:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1539,1541.6,1541.6,1541.6,1541.6,1542.8,1542.8,1542.8,1542.8,1546.3,1546.3,1546.3,1546.3,1546.3,1546.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1566.3,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1572.2,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,1573.6,#N/A,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.2,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,1573.4,#N/A,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.3,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.2,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5
1982:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1555.9,1556.6,1556.6,1556.6,1563.8,1563.8,1563.8,1563.8,1564.2,1564.2,1564.2,1564.2,1564.2,1564.2,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1586.9,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,1587.3,#N/A,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1586.8,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,#N/A,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1580.9,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7,1581.7
1982:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1569.4,1570,1570,1579.8,1579.8,1579.8,1579.8,1578,1578,1578,1578,1578,1578,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1594.6,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,1602.5,#N/A,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1601.9,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,1602.3,#N/A,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.1,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4,1596.4
1982:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1572.3,1574.5,1586,1586,1586,1586,1586.4,1586.4,1586.4,1586.4,1586.4,1586.4,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1603.6,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,#N/A,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,#N/A,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.8,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1605.9,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4,1604.4
1983:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1597.8,1610.7,1610.7,1610.7,1610.7,1608.1,1608.1,1608.1,1608.1,1608.1,1608.1,1623.7,1623.7,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1622.2,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,1629.8,#N/A,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.2,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,1629.5,#N/A,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1623.1,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4,1622.4
1983:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1649.6,1648.4,1648.4,1648.4,1642.1,1642.1,1642.1,1642.1,1642.1,1642.1,1655.7,1655.7,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1654.5,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1662.9,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,1663.3,#N/A,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1662.7,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663,#N/A,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1656.4,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1655.1,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7,1654.7
1983:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1681.5,1681.9,1681.9,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1688,1688,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1690.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,1699.6,#N/A,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,1699.4,#N/A,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1692.2,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.8,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4,1691.4
1983:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1716.7,1717.3,1715.4,1715.4,1715.4,1715.4,1715.4,1715.4,1735.8,1735.8,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1739.4,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1747.3,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,1748.4,#N/A,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1747.8,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,1748.1,#N/A,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.2,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1740.1,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5,1741.5
1984:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1756.2,1755.7,1755.7,1755.7,1755.7,1755.7,1755.7,1782.2,1782.2,1783.9,1783.9,1783.9,1783.9,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1791.2,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,1793.9,#N/A,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.4,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,1793.8,#N/A,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1785.2,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784
