DATE,OLI65Q4,OLI66Q1,OLI66Q2,OLI66Q3,OLI66Q4,OLI67Q1,OLI67Q2,OLI67Q3,OLI67Q4,OLI68Q1,OLI68Q2,OLI68Q3,OLI68Q4,OLI69Q1,OLI69Q2,OLI69Q3,OLI69Q4,OLI70Q1,OLI70Q2,OLI70Q3,OLI70Q4,OLI71Q1,OLI71Q2,OLI71Q3,OLI71Q4,OLI72Q1,OLI72Q2,OLI72Q3,OLI72Q4,OLI73Q1,OLI73Q2,OLI73Q3,OLI73Q4,OLI74Q1,OLI74Q2,OLI74Q3,OLI74Q4,OLI75Q1,OLI75Q2,OLI75Q3,OLI75Q4,OLI76Q1,OLI76Q2,OLI76Q3,OLI76Q4,OLI77Q1,OLI77Q2,OLI77Q3,OLI77Q4,OLI78Q1,OLI78Q2,OLI78Q3,OLI78Q4,OLI79Q1,OLI79Q2,OLI79Q3,OLI79Q4,OLI80Q1,OLI80Q2,OLI80Q3,OLI80Q4,OLI81Q1,OLI81Q2,OLI81Q3,OLI81Q4,OLI82Q1,OLI82Q2,OLI82Q3,OLI82Q4,OLI83Q1,OLI83Q2,OLI83Q3,OLI83Q4,OLI84Q1,OLI84Q2,OLI84Q3,OLI84Q4,OLI85Q1,OLI85Q2,OLI85Q3,OLI85Q4,OLI86Q1,OLI86Q2,OLI86Q3,OLI86Q4,OLI87Q1,OLI87Q2,OLI87Q3,OLI87Q4,OLI88Q1,OLI88Q2,OLI88Q3,OLI88Q4,OLI89Q1,OLI89Q2,OLI89Q3,OLI89Q4,OLI90Q1,OLI90Q2,OLI90Q3,OLI90Q4,OLI91Q1,OLI91Q2,OLI91Q3,OLI91Q4,OLI92Q1,OLI92Q2,OLI92Q3,OLI92Q4,OLI93Q1,OLI93Q2,OLI93Q3,OLI93Q4,OLI94Q1,OLI94Q2,OLI94Q3,OLI94Q4,OLI95Q1,OLI95Q2,OLI95Q3,OLI95Q4,OLI96Q1,OLI96Q2,OLI96Q3,OLI96Q4,OLI97Q1,OLI97Q2,OLI97Q3,OLI97Q4,OLI98Q1,OLI98Q2,OLI98Q3,OLI98Q4,OLI99Q1,OLI99Q2,OLI99Q3,OLI99Q4,OLI00Q1,OLI00Q2,OLI00Q3,OLI00Q4,OLI01Q1,OLI01Q2,OLI01Q3,OLI01Q4,OLI02Q1,OLI02Q2,OLI02Q3,OLI02Q4,OLI03Q1,OLI03Q2,OLI03Q3,OLI03Q4,OLI04Q1,OLI04Q2,OLI04Q3,OLI04Q4,OLI05Q1,OLI05Q2,OLI05Q3,OLI05Q4,OLI06Q1,OLI06Q2,OLI06Q3,OLI06Q4,OLI07Q1,OLI07Q2,OLI07Q3,OLI07Q4,OLI08Q1,OLI08Q2,OLI08Q3,OLI08Q4,OLI09Q1,OLI09Q2,OLI09Q3,OLI09Q4,OLI10Q1,OLI10Q2,OLI10Q3,OLI10Q4,OLI11Q1,OLI11Q2,OLI11Q3,OLI11Q4,OLI12Q1,OLI12Q2,OLI12Q3,OLI12Q4,OLI13Q1,OLI13Q2,OLI13Q3,OLI13Q4,OLI14Q1,OLI14Q2,OLI14Q3,OLI14Q4,OLI15Q1,OLI15Q2,OLI15Q3,OLI15Q4,OLI16Q1,OLI16Q2,OLI16Q3,OLI16Q4,OLI17Q1,OLI17Q2,OLI17Q3,OLI17Q4,OLI18Q1,OLI18Q2,OLI18Q3,OLI18Q4,OLI19Q1,OLI19Q2,OLI19Q3,OLI19Q4,OLI20Q1,OLI20Q2,OLI20Q3,OLI20Q4,OLI21Q1,OLI21Q2,OLI21Q3,OLI21Q4,OLI22Q1
1986:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,210.4,210.4,210.4,202.3,202.3,202.3,202.3,197.5,197.5,197.5,197.5,201.2,201.2,201.2,201.2,201.2,201.2,201.2,201.2,201.2,201.2,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,#N/A,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,#N/A,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,445.3,443.8,443.8,443.8,443.8,443.8,443.8,443.8,443.8,443.8,443.8,443.8,443.8,443.8,443.8,443.8
1986:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,213,213,204.4,204.4,204.4,204.4,200.6,200.6,200.6,200.6,205,205,205,205,205,205,205,205,205,205,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,222.9,222.9,222.9,222.9,222.9,222.9,222.9,222.9,222.9,222.9,222.9,222.9,222.9,222.9,222.9,#N/A,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,#N/A,465.9,465.9,465.9,465.9,465.9,465.9,465.9,465.9,465.9,465.9,465.9,465.9,465.9,465.9,465.9,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,452.2,452.2,452.2,452.2,452.2,452.2,452.2,452.2,452.2,452.2,452.2,452.2,452.2,452.2,452.2
1987:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,215.4,206.7,206.7,206.7,206.7,203.4,203.4,203.4,203.4,207.6,207.6,207.6,207.6,207,207,207,207,207,207,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,207.2,228.3,228.3,228.3,228.3,228.3,228.3,228.3,228.3,228.3,228.3,228.3,228.3,228.3,228.3,228.3,#N/A,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,311.9,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,#N/A,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,457.3,455.1,455.1,455.1,455.1,455.1,455.1,455.1,455.1,455.1,455.1,455.1,455.1,455.1,455.1,455.1
1987:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,209.5,209.5,209.5,209.5,206.4,206.4,206.4,206.4,210.5,210.5,210.5,210.5,207.7,207.7,207.7,207.7,207.7,207.7,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,#N/A,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,476.2,#N/A,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,464.2,462.1,462.1,462.1,462.1,462.1,462.1,462.1,462.1,462.1,462.1,462.1,462.1,462.1,462.1,462.1
1987:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,211.1,211.1,211.1,209.3,209.3,209.3,209.3,214.3,214.3,214.3,214.3,208.6,208.6,208.6,208.6,208.6,208.6,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,#N/A,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,#N/A,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5
1987:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,213.5,213.5,212.4,212.4,212.4,212.4,218.8,218.8,218.8,218.8,214.4,214.4,214.4,214.4,214.4,214.4,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,216.5,243.8,243.8,243.8,243.8,243.8,243.8,243.8,243.8,243.8,243.8,243.8,243.8,243.8,243.8,243.8,#N/A,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,488.7,#N/A,488.5,488.5,488.5,488.5,488.5,488.5,488.5,488.5,488.5,488.5,488.5,488.5,488.5,488.5,488.5,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8,477.8
1988:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,215.4,214.6,214.6,214.6,214.6,222.3,222.3,222.3,222.3,218.6,218.6,218.6,218.6,218.6,218.6,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,245.9,#N/A,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,#N/A,501.9,501.9,501.9,501.9,501.9,501.9,501.9,501.9,501.9,501.9,501.9,501.9,501.9,501.9,501.9,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,493.8,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4
1988:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,216.5,216.5,216.5,216.5,225.9,225.9,225.9,225.9,222.8,222.8,222.8,222.8,222.8,222.8,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,226.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,#N/A,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,333.7,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,#N/A,510.1,510.1,510.1,510.1,510.1,510.1,510.1,510.1,510.1,510.1,510.1,510.1,510.1,510.1,510.1,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6,501.6
1988:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,219.5,219.5,219.5,231.1,231.1,231.1,231.1,228,228,228,228,228,228,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,#N/A,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,338.7,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,#N/A,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,514.9,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513
1988:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,222.5,222.5,236.5,236.5,236.5,236.5,232.7,232.7,232.7,232.7,232.7,232.7,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,240.3,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,#N/A,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,344.2,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,527.1,#N/A,527.2,527.2,527.2,527.2,527.2,527.2,527.2,527.2,527.2,527.2,527.2,527.2,527.2,527.2,527.2,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,528.3,526.9,526.9,526.9,526.9,526.9,526.9,526.9,526.9,526.9,526.9,526.9,526.9,526.9,526.9,526.9
1989:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,225.4,241.3,241.3,241.3,241.3,236.5,236.5,236.5,236.5,236.5,236.5,245.8,245.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,263.2,263.2,263.2,263.2,263.2,263.2,263.2,263.2,263.2,263.2,263.2,263.2,263.2,263.2,263.2,#N/A,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,350.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,#N/A,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,536.5,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,541.8,538.3,538.3,538.3,538.3,538.3,538.3,538.3,538.3,538.3,538.3,538.3,538.3,538.3,538.3,538.3
1989:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,246,246,246,246,239.9,239.9,239.9,239.9,239.9,239.9,251,251,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,#N/A,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,356.9,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,545.2,#N/A,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,554.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1
