DATE,RCON65Q4,RCON66Q1,RCON66Q2,RCON66Q3,RCON66Q4,RCON67Q1,RCON67Q2,RCON67Q3,RCON67Q4,RCON68Q1,RCON68Q2,RCON68Q3,RCON68Q4,RCON69Q1,RCON69Q2,RCON69Q3,RCON69Q4,RCON70Q1,RCON70Q2,RCON70Q3,RCON70Q4,RCON71Q1,RCON71Q2,RCON71Q3,RCON71Q4,RCON72Q1,RCON72Q2,RCON72Q3,RCON72Q4,RCON73Q1,RCON73Q2,RCON73Q3,RCON73Q4,RCON74Q1,RCON74Q2,RCON74Q3,RCON74Q4,RCON75Q1,RCON75Q2,RCON75Q3,RCON75Q4,RCON76Q1,RCON76Q2,RCON76Q3,RCON76Q4,RCON77Q1,RCON77Q2,RCON77Q3,RCON77Q4,RCON78Q1,RCON78Q2,RCON78Q3,RCON78Q4,RCON79Q1,RCON79Q2,RCON79Q3,RCON79Q4,RCON80Q1,RCON80Q2,RCON80Q3,RCON80Q4,RCON81Q1,RCON81Q2,RCON81Q3,RCON81Q4,RCON82Q1,RCON82Q2,RCON82Q3,RCON82Q4,RCON83Q1,RCON83Q2,RCON83Q3,RCON83Q4,RCON84Q1,RCON84Q2,RCON84Q3,RCON84Q4,RCON85Q1,RCON85Q2,RCON85Q3,RCON85Q4,RCON86Q1,RCON86Q2,RCON86Q3,RCON86Q4,RCON87Q1,RCON87Q2,RCON87Q3,RCON87Q4,RCON88Q1,RCON88Q2,RCON88Q3,RCON88Q4,RCON89Q1,RCON89Q2,RCON89Q3,RCON89Q4,RCON90Q1,RCON90Q2,RCON90Q3,RCON90Q4,RCON91Q1,RCON91Q2,RCON91Q3,RCON91Q4,RCON92Q1,RCON92Q2,RCON92Q3,RCON92Q4,RCON93Q1,RCON93Q2,RCON93Q3,RCON93Q4,RCON94Q1,RCON94Q2,RCON94Q3,RCON94Q4,RCON95Q1,RCON95Q2,RCON95Q3,RCON95Q4,RCON96Q1,RCON96Q2,RCON96Q3,RCON96Q4,RCON97Q1,RCON97Q2,RCON97Q3,RCON97Q4,RCON98Q1,RCON98Q2,RCON98Q3,RCON98Q4,RCON99Q1,RCON99Q2,RCON99Q3,RCON99Q4,RCON00Q1,RCON00Q2,RCON00Q3,RCON00Q4,RCON01Q1,RCON01Q2,RCON01Q3,RCON01Q4,RCON02Q1,RCON02Q2,RCON02Q3,RCON02Q4,RCON03Q1,RCON03Q2,RCON03Q3,RCON03Q4,RCON04Q1,RCON04Q2,RCON04Q3,RCON04Q4,RCON05Q1,RCON05Q2,RCON05Q3,RCON05Q4,RCON06Q1,RCON06Q2,RCON06Q3,RCON06Q4,RCON07Q1,RCON07Q2,RCON07Q3,RCON07Q4,RCON08Q1,RCON08Q2,RCON08Q3,RCON08Q4,RCON09Q1,RCON09Q2,RCON09Q3,RCON09Q4,RCON10Q1,RCON10Q2,RCON10Q3,RCON10Q4,RCON11Q1,RCON11Q2,RCON11Q3,RCON11Q4,RCON12Q1,RCON12Q2,RCON12Q3,RCON12Q4,RCON13Q1,RCON13Q2,RCON13Q3,RCON13Q4,RCON14Q1,RCON14Q2,RCON14Q3,RCON14Q4,RCON15Q1,RCON15Q2,RCON15Q3,RCON15Q4,RCON16Q1,RCON16Q2,RCON16Q3,RCON16Q4,RCON17Q1,RCON17Q2,RCON17Q3,RCON17Q4,RCON18Q1,RCON18Q2,RCON18Q3,RCON18Q4,RCON19Q1,RCON19Q2,RCON19Q3,RCON19Q4,RCON20Q1,RCON20Q2,RCON20Q3,RCON20Q4,RCON21Q1,RCON21Q2,RCON21Q3,RCON21Q4,RCON22Q1
1949:Q3,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,319.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,695.3,#N/A,#N/A,#N/A,#N/A,831.3,831.3,831.3,831.3,831.3,831.3,831.3,831.3,831.3,831.3,831.3,831.3,#N/A,#N/A,#N/A,#N/A,#N/A,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,#N/A,#N/A,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1026.7,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1207.4,1207.4,1207.4,1207.4,1207.4,1207.4,1207.4,1207.4,1206.9,1206.9,1206.9,1206.9,1206.9,1206.9,1206.9,1206.9,1280.1,1280.1,1280.1,1280.1,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1363.4,1363.4,1363.4
1949:Q4,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,219.7,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,323.1,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,700.8,#N/A,#N/A,#N/A,#N/A,836.2,836.2,836.2,836.2,836.2,836.2,836.2,836.2,836.2,836.2,836.2,836.2,#N/A,#N/A,#N/A,#N/A,#N/A,986.8,986.8,986.8,986.8,986.8,986.8,986.8,986.8,986.8,986.8,#N/A,#N/A,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1041.1,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1100.2,1225.1,1225.1,1225.1,1225.1,1225.1,1225.1,1225.1,1225.1,1224.5,1224.5,1224.5,1224.5,1224.5,1224.5,1224.5,1224.5,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1380.7,1380.7,1380.7,1380.7,1380.7,1380.7,1380.7,1380.7,1380.7,1380.7,1380.7,1380.7,1383.4,1383.4,1383.4
1950:Q1,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,223.5,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,711.9,#N/A,#N/A,#N/A,#N/A,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,#N/A,#N/A,#N/A,#N/A,#N/A,1003.6,1003.6,1003.6,1003.6,1003.6,1003.6,1003.6,1003.6,1003.6,1003.6,#N/A,#N/A,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1058.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1118.9,1245.4,1245.4,1245.4,1245.4,1245.4,1245.4,1245.4,1245.4,1244.9,1244.9,1244.9,1244.9,1244.9,1244.9,1244.9,1244.9,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1320.4,1403.7,1403.7,1403.7,1403.7,1403.7,1403.7,1403.7,1403.7,1403.7,1403.7,1403.7,1403.7,1406.4,1406.4,1406.4
1950:Q2,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,334.3,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,725.8,#N/A,#N/A,#N/A,#N/A,865,865,865,865,865,865,865,865,865,865,865,865,#N/A,#N/A,#N/A,#N/A,#N/A,1019.9,1019.9,1019.9,1019.9,1019.9,1019.9,1019.9,1019.9,1019.9,1019.9,#N/A,#N/A,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1075.9,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1136.8,1265.9,1265.9,1265.9,1265.9,1265.9,1265.9,1265.9,1265.9,1265.4,1265.4,1265.4,1265.4,1265.4,1265.4,1265.4,1265.4,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1342.1,1426.8,1426.8,1426.8,1426.8,1426.8,1426.8,1426.8,1426.8,1426.8,1426.8,1426.8,1426.8,1429.6,1429.6,1429.6
1950:Q3,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,754.8,#N/A,#N/A,#N/A,#N/A,899.3,899.3,899.3,899.3,899.3,899.3,899.3,899.3,899.3,899.3,899.3,899.3,#N/A,#N/A,#N/A,#N/A,#N/A,1072.2,1072.2,1072.2,1072.2,1072.2,1072.2,1072.2,1072.2,1072.2,1072.2,#N/A,#N/A,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1195.3,1330.9,1330.9,1330.9,1330.9,1330.9,1330.9,1330.9,1330.9,1330.3,1330.3,1330.3,1330.3,1330.3,1330.3,1330.3,1330.3,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1500.1,1500.1,1500.1,1500.1,1500.1,1500.1,1500.1,1500.1,1500.1,1500.1,1500.1,1500.1,1503,1503,1503
1950:Q4,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,340.8,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,740.5,#N/A,#N/A,#N/A,#N/A,884.3,884.3,884.3,884.3,884.3,884.3,884.3,884.3,884.3,884.3,884.3,884.3,#N/A,#N/A,#N/A,#N/A,#N/A,1040.7,1040.7,1040.7,1040.7,1040.7,1040.7,1040.7,1040.7,1040.7,1040.7,#N/A,#N/A,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1097.6,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1160.1,1290.8,1290.8,1290.8,1290.8,1290.8,1290.8,1290.8,1290.8,1290.2,1290.2,1290.2,1290.2,1290.2,1290.2,1290.2,1290.2,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1368.4,1454.9,1454.9,1454.9,1454.9,1454.9,1454.9,1454.9,1454.9,1454.9,1454.9,1454.9,1454.9,1457.7,1457.7,1457.7
1951:Q1,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,754.4,#N/A,#N/A,#N/A,#N/A,899.8,899.8,899.8,899.8,899.8,899.8,899.8,899.8,899.8,899.8,899.8,899.8,#N/A,#N/A,#N/A,#N/A,#N/A,1063.7,1063.7,1063.7,1063.7,1063.7,1063.7,1063.7,1063.7,1063.7,1063.7,#N/A,#N/A,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1122.8,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1187.4,1322,1322,1322,1322,1322,1322,1322,1322,1321.4,1321.4,1321.4,1321.4,1321.4,1321.4,1321.4,1321.4,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1401.5,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1492.9,1492.9,1492.9
1951:Q2,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,337.8,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,740.3,#N/A,#N/A,#N/A,#N/A,884.9,884.9,884.9,884.9,884.9,884.9,884.9,884.9,884.9,884.9,884.9,884.9,#N/A,#N/A,#N/A,#N/A,#N/A,1034.4,1034.4,1034.4,1034.4,1034.4,1034.4,1034.4,1034.4,1034.4,1034.4,#N/A,#N/A,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1091.4,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1154.5,1284.7,1284.7,1284.7,1284.7,1284.7,1284.7,1284.7,1284.7,1284.1,1284.1,1284.1,1284.1,1284.1,1284.1,1284.1,1284.1,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1361.9,1447.9,1447.9,1447.9,1447.9,1447.9,1447.9,1447.9,1447.9,1447.9,1447.9,1447.9,1447.9,1450.8,1450.8,1450.8
1951:Q3,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,340.7,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,747.8,#N/A,#N/A,#N/A,#N/A,894.2,894.2,894.2,894.2,894.2,894.2,894.2,894.2,894.2,894.2,894.2,894.2,#N/A,#N/A,#N/A,#N/A,#N/A,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,#N/A,#N/A,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1103.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1167.9,1299.7,1299.7,1299.7,1299.7,1299.7,1299.7,1299.7,1299.7,1299.1,1299.1,1299.1,1299.1,1299.1,1299.1,1299.1,1299.1,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1377.7,1464.8,1464.8,1464.8,1464.8,1464.8,1464.8,1464.8,1464.8,1464.8,1464.8,1464.8,1464.8,1467.7,1467.7,1467.7
1951:Q4,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,233.3,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.8,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,752.3,#N/A,#N/A,#N/A,#N/A,899.9,899.9,899.9,899.9,899.9,899.9,899.9,899.9,899.9,899.9,899.9,899.9,#N/A,#N/A,#N/A,#N/A,#N/A,1052.4,1052.4,1052.4,1052.4,1052.4,1052.4,1052.4,1052.4,1052.4,1052.4,#N/A,#N/A,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1110.5,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1174.9,1307.3,1307.3,1307.3,1307.3,1307.3,1307.3,1307.3,1307.3,1306.7,1306.7,1306.7,1306.7,1306.7,1306.7,1306.7,1306.7,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1385.8,1473.3,1473.3,1473.3,1473.3,1473.3,1473.3,1473.3,1473.3,1473.3,1473.3,1473.3,1473.3,1476.2,1476.2,1476.2
1952:Q1,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,233.7,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,342.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,754.7,#N/A,#N/A,#N/A,#N/A,903.4,903.4,903.4,903.4,903.4,903.4,903.4,903.4,903.4,903.4,903.4,903.4,#N/A,#N/A,#N/A,#N/A,#N/A,1055.5,1055.5,1055.5,1055.5,1055.5,1055.5,1055.5,1055.5,1055.5,1055.5,#N/A,#N/A,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1113.6,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1178.1,1310.2,1310.2,1310.2,1310.2,1310.2,1310.2,1310.2,1310.2,1309.6,1309.6,1309.6,1309.6,1309.6,1309.6,1309.6,1309.6,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1388.9,1476.7,1476.7,1476.7,1476.7,1476.7,1476.7,1476.7,1476.7,1476.7,1476.7,1476.7,1476.7,1479.6,1479.6,1479.6
1952:Q2,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,238.1,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,349.5,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,768.1,#N/A,#N/A,#N/A,#N/A,919.7,919.7,919.7,919.7,919.7,919.7,919.7,919.7,919.7,919.7,919.7,919.7,#N/A,#N/A,#N/A,#N/A,#N/A,1075.8,1075.8,1075.8,1075.8,1075.8,1075.8,1075.8,1075.8,1075.8,1075.8,#N/A,#N/A,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1135.1,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1200.7,1335.9,1335.9,1335.9,1335.9,1335.9,1335.9,1335.9,1335.9,1335.3,1335.3,1335.3,1335.3,1335.3,1335.3,1335.3,1335.3,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1416.1,1505.7,1505.7,1505.7,1505.7,1505.7,1505.7,1505.7,1505.7,1505.7,1505.7,1505.7,1505.7,1508.6,1508.6,1508.6
