DATE,RG65Q4,RG66Q1,RG66Q2,RG66Q3,RG66Q4,RG67Q1,RG67Q2,RG67Q3,RG67Q4,RG68Q1,RG68Q2,RG68Q3,RG68Q4,RG69Q1,RG69Q2,RG69Q3,RG69Q4,RG70Q1,RG70Q2,RG70Q3,RG70Q4,RG71Q1,RG71Q2,RG71Q3,RG71Q4,RG72Q1,RG72Q2,RG72Q3,RG72Q4,RG73Q1,RG73Q2,RG73Q3,RG73Q4,RG74Q1,RG74Q2,RG74Q3,RG74Q4,RG75Q1,RG75Q2,RG75Q3,RG75Q4,RG76Q1,RG76Q2,RG76Q3,RG76Q4,RG77Q1,RG77Q2,RG77Q3,RG77Q4,RG78Q1,RG78Q2,RG78Q3,RG78Q4,RG79Q1,RG79Q2,RG79Q3,RG79Q4,RG80Q1,RG80Q2,RG80Q3,RG80Q4,RG81Q1,RG81Q2,RG81Q3,RG81Q4,RG82Q1,RG82Q2,RG82Q3,RG82Q4,RG83Q1,RG83Q2,RG83Q3,RG83Q4,RG84Q1,RG84Q2,RG84Q3,RG84Q4,RG85Q1,RG85Q2,RG85Q3,RG85Q4,RG86Q1,RG86Q2,RG86Q3,RG86Q4,RG87Q1,RG87Q2,RG87Q3,RG87Q4,RG88Q1,RG88Q2,RG88Q3,RG88Q4,RG89Q1,RG89Q2,RG89Q3,RG89Q4,RG90Q1,RG90Q2,RG90Q3,RG90Q4,RG91Q1,RG91Q2,RG91Q3,RG91Q4,RG92Q1,RG92Q2,RG92Q3,RG92Q4,RG93Q1,RG93Q2,RG93Q3,RG93Q4,RG94Q1,RG94Q2,RG94Q3,RG94Q4,RG95Q1,RG95Q2,RG95Q3,RG95Q4,RG96Q1,RG96Q2,RG96Q3,RG96Q4,RG97Q1,RG97Q2,RG97Q3,RG97Q4,RG98Q1,RG98Q2,RG98Q3,RG98Q4,RG99Q1,RG99Q2,RG99Q3,RG99Q4,RG00Q1,RG00Q2,RG00Q3,RG00Q4,RG01Q1,RG01Q2,RG01Q3,RG01Q4,RG02Q1,RG02Q2,RG02Q3,RG02Q4,RG03Q1,RG03Q2,RG03Q3,RG03Q4,RG04Q1,RG04Q2,RG04Q3,RG04Q4,RG05Q1,RG05Q2,RG05Q3,RG05Q4,RG06Q1,RG06Q2,RG06Q3,RG06Q4,RG07Q1,RG07Q2,RG07Q3,RG07Q4,RG08Q1,RG08Q2,RG08Q3,RG08Q4,RG09Q1,RG09Q2,RG09Q3,RG09Q4,RG10Q1,RG10Q2,RG10Q3,RG10Q4,RG11Q1,RG11Q2,RG11Q3,RG11Q4,RG12Q1,RG12Q2,RG12Q3,RG12Q4,RG13Q1,RG13Q2,RG13Q3,RG13Q4,RG14Q1,RG14Q2,RG14Q3,RG14Q4,RG15Q1,RG15Q2,RG15Q3,RG15Q4,RG16Q1,RG16Q2,RG16Q3,RG16Q4,RG17Q1,RG17Q2,RG17Q3,RG17Q4,RG18Q1,RG18Q2,RG18Q3,RG18Q4,RG19Q1,RG19Q2,RG19Q3,RG19Q4,RG20Q1,RG20Q2,RG20Q3,RG20Q4,RG21Q1,RG21Q2,RG21Q3,RG21Q4,RG22Q1
1969:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150.6,150.6,150.6,150.6,149.5,149.5,149.5,149.5,147.8,147.8,147.8,147.8,147.4,147.4,147.4,147.4,147.4,147.4,147.4,147.4,147.4,147.4,147.4,147.4,147.4,147.4,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,593.2,685.3,682.6,682.6,682.6,682.6,682.6,682.6,682.6,682.6,682.6,682.6,682.6,682.6,682.6,682.6,682.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,891.6,954.1,954.1,956.9,956.9,956.9,956.9,956.9,956.9,956.9,956.9,956.9,956.9,956.9,956.9,956.9,956.9,956.9,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1044.4,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1494.7,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.2,1612.2,1612.2
1969:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150.2,150.2,150.2,147.9,147.9,147.9,147.9,146.1,146.1,146.1,146.1,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.3,146.3,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,258.4,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,690.9,686.3,686.3,686.3,686.3,686.3,686.3,686.3,686.3,686.3,686.3,686.3,686.3,686.3,686.3,686.3,890.8,890.8,890.8,890.8,890.8,890.8,890.8,890.8,890.8,890.8,890.8,890.8,890.8,890.8,890.8,953.5,953.5,956,956,956,956,956,956,956,956,956,956,956,956,956,956,956,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1266.7,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1607.3,1607.3,1607.3,1607.3,1607.3,1607.3,1607.3,1607.3,1607.3,1607.3,1607.3,1607.3,1607.2,1607.2,1607.2
1969:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,149.4,149.4,147.3,147.3,147.3,147.3,144.8,144.8,144.8,144.8,145.1,145.1,145.1,145.1,145.1,145.1,145.1,145.1,145.1,145.1,145.1,145.1,145.1,145.1,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,590.4,685.2,681.7,681.7,681.7,681.7,681.7,681.7,681.7,681.7,681.7,681.7,681.7,681.7,681.7,681.7,681.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,888.7,951.7,951.7,954.1,954.1,954.1,954.1,954.1,954.1,954.1,954.1,954.1,954.1,954.1,954.1,954.1,954.1,954.1,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1041.4,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1268.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1493.5,1610.6,1610.6,1610.6,1610.6,1610.6,1610.6,1610.6,1610.6,1610.6,1610.6,1610.6,1610.6,1610.5,1610.5,1610.5
1969:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,149,148.4,146.6,146.6,146.6,146.6,143.8,143.8,143.8,143.8,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,585.3,682.9,677.3,677.3,677.3,677.3,677.3,677.3,677.3,677.3,677.3,677.3,677.3,677.3,677.3,677.3,677.3,878.8,878.8,878.8,878.8,878.8,878.8,878.8,878.8,878.8,878.8,878.8,878.8,878.8,878.8,878.8,940.9,940.9,943.1,943.1,943.1,943.1,943.1,943.1,943.1,943.1,943.1,943.1,943.1,943.1,943.1,943.1,943.1,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1249.8,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1473.9,1588.9,1588.9,1588.9,1588.9,1588.9,1588.9,1588.9,1588.9,1588.9,1588.9,1588.9,1588.9,1588.8,1588.8,1588.8
1970:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,146.7,145,145,145,145,142.6,142.6,142.6,142.6,142.4,142.4,142.4,142.4,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,142.3,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.2,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,578.6,676.4,671.5,671.5,671.5,671.5,671.5,671.5,671.5,671.5,671.5,671.5,671.5,671.5,671.5,671.5,671.5,871.8,871.8,871.8,871.8,871.8,871.8,871.8,871.8,871.8,871.8,871.8,871.8,871.8,871.8,871.8,934,934,936.2,936.2,936.2,936.2,936.2,936.2,936.2,936.2,936.2,936.2,936.2,936.2,936.2,936.2,936.2,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1020.5,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1243.1,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1466.9,1581.3,1581.3,1581.3,1581.3,1581.3,1581.3,1581.3,1581.3,1581.3,1581.3,1581.3,1581.3,1581.1,1581.1,1581.1
1970:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,141.7,141.3,141.3,141.3,138.7,138.7,138.7,138.7,138.6,138.6,138.6,138.6,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,249.6,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,569.7,663,662.2,662.2,662.2,662.2,662.2,662.2,662.2,662.2,662.2,662.2,662.2,662.2,662.2,662.2,662.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,863.2,925,925,927.3,927.3,927.3,927.3,927.3,927.3,927.3,927.3,927.3,927.3,927.3,927.3,927.3,927.3,927.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1007.3,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1227.1,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1450.2,1562.9,1562.9,1562.9,1562.9,1562.9,1562.9,1562.9,1562.9,1562.9,1562.9,1562.9,1562.9,1562.8,1562.8,1562.8
1970:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,141.7,140.6,140.6,138.2,138.2,138.2,138.2,137.5,137.5,137.5,137.5,138,138,138,138,138,138,138,138,138,138,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,250.9,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,571.6,666.9,665.3,665.3,665.3,665.3,665.3,665.3,665.3,665.3,665.3,665.3,665.3,665.3,665.3,665.3,665.3,866.7,866.7,866.7,866.7,866.7,866.7,866.7,866.7,866.7,866.7,866.7,866.7,866.7,866.7,866.7,928.3,928.3,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,930.9,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1456.5,1569.5,1569.5,1569.5,1569.5,1569.5,1569.5,1569.5,1569.5,1569.5,1569.5,1569.5,1569.5,1569.4,1569.4,1569.4
1970:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140.5,140.3,138.3,138.3,138.3,138.3,137.3,137.3,137.3,137.3,137.8,137.8,137.8,137.8,137.8,137.8,137.8,137.8,137.8,137.8,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,570.6,664.9,664.4,664.4,664.4,664.4,664.4,664.4,664.4,664.4,664.4,664.4,664.4,664.4,664.4,664.4,664.4,865.5,865.5,865.5,865.5,865.5,865.5,865.5,865.5,865.5,865.5,865.5,865.5,865.5,865.5,865.5,927,927,929.9,929.9,929.9,929.9,929.9,929.9,929.9,929.9,929.9,929.9,929.9,929.9,929.9,929.9,929.9,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1011.8,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1232.4,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1457.2,1570.3,1570.3,1570.3,1570.3,1570.3,1570.3,1570.3,1570.3,1570.3,1570.3,1570.3,1570.3,1570.1,1570.1,1570.1
1971:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,139.7,137.6,137.6,137.6,137.6,136.1,136.1,136.1,136.1,136.7,136.7,136.7,136.7,137.5,137.5,137.5,137.5,137.5,137.5,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,249.2,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,567.6,659.2,656.1,656.1,656.1,656.1,656.1,656.1,656.1,656.1,656.1,656.1,656.1,656.1,656.1,656.1,656.1,856.4,856.4,856.4,856.4,856.4,856.4,856.4,856.4,856.4,856.4,856.4,856.4,856.4,856.4,856.4,915.1,915.1,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.6,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,995.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1212.4,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1436.1,1547.3,1547.3,1547.3,1547.3,1547.3,1547.3,1547.3,1547.3,1547.3,1547.3,1547.3,1547.3,1547.1,1547.1,1547.1
1971:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,137.2,137.1,137,137,135.7,135.7,135.7,135.7,136.7,136.7,136.7,136.7,137.5,137.5,137.5,137.5,137.5,137.5,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,246.8,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,656.5,653.3,653.3,653.3,653.3,653.3,653.3,653.3,653.3,653.3,653.3,653.3,653.3,653.3,653.3,653.3,852.5,852.5,852.5,852.5,852.5,852.5,852.5,852.5,852.5,852.5,852.5,852.5,852.5,852.5,852.5,911.3,911.3,915.2,915.2,915.2,915.2,915.2,915.2,915.2,915.2,915.2,915.2,915.2,915.2,915.2,915.2,915.2,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,992.3,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1208.5,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1432.8,1543.7,1543.7,1543.7,1543.7,1543.7,1543.7,1543.7,1543.7,1543.7,1543.7,1543.7,1543.7,1543.6,1543.6,1543.6
1971:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,139.7,139.6,139.6,137.6,137.6,137.6,137.6,138.6,138.6,138.6,138.6,139.7,139.7,139.7,139.7,139.7,139.7,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.5,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,250.6,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,566.9,654.2,650.4,650.4,650.4,650.4,650.4,650.4,650.4,650.4,650.4,650.4,650.4,650.4,650.4,650.4,650.4,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,848.8,907.6,907.6,911.9,911.9,911.9,911.9,911.9,911.9,911.9,911.9,911.9,911.9,911.9,911.9,911.9,911.9,911.9,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,991.5,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1207.8,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1432.4,1542.9,1542.9,1542.9,1542.9,1542.9,1542.9,1542.9,1542.9,1542.9,1542.9,1542.9,1542.9,1542.8,1542.8,1542.8
1971:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,142.9,142.6,141.1,141.1,141.1,141.1,141.6,141.6,141.6,141.6,142.6,142.6,142.6,142.6,142.6,142.6,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,653.2,649.7,649.7,649.7,649.7,649.7,649.7,649.7,649.7,649.7,649.7,649.7,649.7,649.7,649.7,649.7,846.4,846.4,846.4,846.4,846.4,846.4,846.4,846.4,846.4,846.4,846.4,846.4,846.4,846.4,846.4,904.8,904.8,909.4,909.4,909.4,909.4,909.4,909.4,909.4,909.4,909.4,909.4,909.4,909.4,909.4,909.4,909.4,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,984.1,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1198.8,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1422.6,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1531.9,1531.9,1531.9
