DATE,RG65Q4,RG66Q1,RG66Q2,RG66Q3,RG66Q4,RG67Q1,RG67Q2,RG67Q3,RG67Q4,RG68Q1,RG68Q2,RG68Q3,RG68Q4,RG69Q1,RG69Q2,RG69Q3,RG69Q4,RG70Q1,RG70Q2,RG70Q3,RG70Q4,RG71Q1,RG71Q2,RG71Q3,RG71Q4,RG72Q1,RG72Q2,RG72Q3,RG72Q4,RG73Q1,RG73Q2,RG73Q3,RG73Q4,RG74Q1,RG74Q2,RG74Q3,RG74Q4,RG75Q1,RG75Q2,RG75Q3,RG75Q4,RG76Q1,RG76Q2,RG76Q3,RG76Q4,RG77Q1,RG77Q2,RG77Q3,RG77Q4,RG78Q1,RG78Q2,RG78Q3,RG78Q4,RG79Q1,RG79Q2,RG79Q3,RG79Q4,RG80Q1,RG80Q2,RG80Q3,RG80Q4,RG81Q1,RG81Q2,RG81Q3,RG81Q4,RG82Q1,RG82Q2,RG82Q3,RG82Q4,RG83Q1,RG83Q2,RG83Q3,RG83Q4,RG84Q1,RG84Q2,RG84Q3,RG84Q4,RG85Q1,RG85Q2,RG85Q3,RG85Q4,RG86Q1,RG86Q2,RG86Q3,RG86Q4,RG87Q1,RG87Q2,RG87Q3,RG87Q4,RG88Q1,RG88Q2,RG88Q3,RG88Q4,RG89Q1,RG89Q2,RG89Q3,RG89Q4,RG90Q1,RG90Q2,RG90Q3,RG90Q4,RG91Q1,RG91Q2,RG91Q3,RG91Q4,RG92Q1,RG92Q2,RG92Q3,RG92Q4,RG93Q1,RG93Q2,RG93Q3,RG93Q4,RG94Q1,RG94Q2,RG94Q3,RG94Q4,RG95Q1,RG95Q2,RG95Q3,RG95Q4,RG96Q1,RG96Q2,RG96Q3,RG96Q4,RG97Q1,RG97Q2,RG97Q3,RG97Q4,RG98Q1,RG98Q2,RG98Q3,RG98Q4,RG99Q1,RG99Q2,RG99Q3,RG99Q4,RG00Q1,RG00Q2,RG00Q3,RG00Q4,RG01Q1,RG01Q2,RG01Q3,RG01Q4,RG02Q1,RG02Q2,RG02Q3,RG02Q4,RG03Q1,RG03Q2,RG03Q3,RG03Q4,RG04Q1,RG04Q2,RG04Q3,RG04Q4,RG05Q1,RG05Q2,RG05Q3,RG05Q4,RG06Q1,RG06Q2,RG06Q3,RG06Q4,RG07Q1,RG07Q2,RG07Q3,RG07Q4,RG08Q1,RG08Q2,RG08Q3,RG08Q4,RG09Q1,RG09Q2,RG09Q3,RG09Q4,RG10Q1,RG10Q2,RG10Q3,RG10Q4,RG11Q1,RG11Q2,RG11Q3,RG11Q4,RG12Q1,RG12Q2,RG12Q3,RG12Q4,RG13Q1,RG13Q2,RG13Q3,RG13Q4,RG14Q1,RG14Q2,RG14Q3,RG14Q4,RG15Q1,RG15Q2,RG15Q3,RG15Q4,RG16Q1,RG16Q2,RG16Q3,RG16Q4,RG17Q1,RG17Q2,RG17Q3,RG17Q4,RG18Q1,RG18Q2,RG18Q3,RG18Q4,RG19Q1,RG19Q2,RG19Q3,RG19Q4,RG20Q1,RG20Q2,RG20Q3,RG20Q4,RG21Q1,RG21Q2,RG21Q3,RG21Q4,RG22Q1
1972:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,144.8,142.2,142.2,142.2,142.2,142.7,142.7,142.7,142.7,143.8,143.8,143.8,143.8,143.8,143.8,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.1,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,576.4,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,657.9,858.8,858.8,858.8,858.8,858.8,858.8,858.8,858.8,858.8,858.8,858.8,858.8,858.8,858.8,858.8,916.1,916.1,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,987.7,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1203.1,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1429.3,1540.5,1540.5,1540.5,1540.5,1540.5,1540.5,1540.5,1540.5,1540.5,1540.5,1540.5,1540.5,1540.4,1540.4,1540.4
1972:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,144.1,143.9,143.9,143.9,144,144,144,144,143.8,143.8,143.8,143.8,143.8,143.8,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,859.9,859.9,859.9,859.9,859.9,859.9,859.9,859.9,859.9,859.9,859.9,859.9,859.9,859.9,859.9,917,917,921.9,921.9,921.9,921.9,921.9,921.9,921.9,921.9,921.9,921.9,921.9,921.9,921.9,921.9,921.9,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,993.8,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1210.6,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1546.7,1546.7,1546.7,1546.7,1546.7,1546.7,1546.7,1546.7,1546.7,1546.7,1546.7,1546.7,1546.6,1546.6,1546.6
1972:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,143.6,142.6,142.6,141.8,141.8,141.8,141.8,141.8,141.8,141.8,141.8,141.8,141.8,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,252.6,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,648.5,848.4,848.4,848.4,848.4,848.4,848.4,848.4,848.4,848.4,848.4,848.4,848.4,848.4,848.4,848.4,902.4,902.4,907.6,907.6,907.6,907.6,907.6,907.6,907.6,907.6,907.6,907.6,907.6,907.6,907.6,907.6,907.6,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,973.3,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1185.6,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1409.3,1517.3,1517.3,1517.3,1517.3,1517.3,1517.3,1517.3,1517.3,1517.3,1517.3,1517.3,1517.3,1517.1,1517.1,1517.1
1972:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,143,142.7,143.5,143.5,143.5,143.5,143,143,143,143,143,143,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,252.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,649.5,849.2,849.2,849.2,849.2,849.2,849.2,849.2,849.2,849.2,849.2,849.2,849.2,849.2,849.2,849.2,903.7,903.7,909.1,909.1,909.1,909.1,909.1,909.1,909.1,909.1,909.1,909.1,909.1,909.1,909.1,909.1,909.1,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,979.4,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1420.1,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.7,1529.7,1529.7
1973:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,142.9,144.4,144.4,144.4,144.4,144.1,144.1,144.1,144.1,144.1,144.1,254.7,254.7,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,572.5,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,652.3,854.6,854.6,854.6,854.6,854.6,854.6,854.6,854.6,854.6,854.6,854.6,854.6,854.6,854.6,854.6,908.6,908.6,914.5,914.5,914.5,914.5,914.5,914.5,914.5,914.5,914.5,914.5,914.5,914.5,914.5,914.5,914.5,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,988.9,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1204.8,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1431.6,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1542.9,1542.9,1542.9
1973:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,144.9,145.2,145.2,145.2,143.9,143.9,143.9,143.9,143.9,143.9,250.5,250.5,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.2,251.1,251.1,251.1,251.1,251.1,251.1,251.1,251.1,251.1,251.1,251.1,251.1,251.1,251.1,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,568.6,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,852.3,852.3,852.3,852.3,852.3,852.3,852.3,852.3,852.3,852.3,852.3,852.3,852.3,852.3,852.3,905.6,905.6,911.5,911.5,911.5,911.5,911.5,911.5,911.5,911.5,911.5,911.5,911.5,911.5,911.5,911.5,911.5,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,983.1,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1197.6,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1424.5,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532.1,1532,1532,1532
1973:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.4,145,145,143.7,143.7,143.7,143.7,143.7,143.7,251.1,251.1,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.8,251.4,251.4,251.4,251.4,251.4,251.4,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,251.3,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,555.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,839.1,839.1,839.1,839.1,839.1,839.1,839.1,839.1,839.1,839.1,839.1,839.1,839.1,839.1,839.1,892.9,892.9,898.5,898.5,898.5,898.5,898.5,898.5,898.5,898.5,898.5,898.5,898.5,898.5,898.5,898.5,898.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,970.5,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1182.3,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1406.4,1514.1,1514.1,1514.1,1514.1,1514.1,1514.1,1514.1,1514.1,1514.1,1514.1,1514.1,1514.1,1514,1514,1514
1973:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,144.8,144.1,145.7,145.7,145.7,145.7,145.7,145.7,253.5,253.5,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,256.6,256.6,256.6,256.6,256.6,256.6,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,256.4,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,564.2,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,847.7,847.7,847.7,847.7,847.7,847.7,847.7,847.7,847.7,847.7,847.7,847.7,847.7,847.7,847.7,903.2,903.2,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,977.6,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1415.8,1525.5,1525.5,1525.5,1525.5,1525.5,1525.5,1525.5,1525.5,1525.5,1525.5,1525.5,1525.5,1525.3,1525.3,1525.3
1974:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,146.1,146,146,146,146,146,146,254,254,255.4,255.4,255.4,255.4,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,256.2,258.1,258.1,258.1,258.1,258.1,258.1,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,257.5,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,567.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,648.8,857.5,857.5,857.5,857.5,857.5,857.5,857.5,857.5,857.5,857.5,857.5,857.5,857.5,857.5,857.5,915.7,915.7,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,998.1,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1215.9,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1442.4,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1552.9,1552.9,1552.9
1974:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.3,145.8,145.8,145.8,145.8,145.8,255,255,256.1,256.1,256.1,256.1,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,257.6,261.6,261.6,261.6,261.6,261.6,261.6,260.8,260.8,260.8,260.8,260.8,260.8,260.8,260.8,260.8,260.8,260.8,260.8,260.8,260.8,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,580.2,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,658.6,866.9,866.9,866.9,866.9,866.9,866.9,866.9,866.9,866.9,866.9,866.9,866.9,866.9,866.9,866.9,924.1,924.1,927.8,927.8,927.8,927.8,927.8,927.8,927.8,927.8,927.8,927.8,927.8,927.8,927.8,927.8,927.8,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1004.7,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1224.1,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1451.6,1560.8,1560.8,1560.8,1560.8,1560.8,1560.8,1560.8,1560.8,1560.8,1560.8,1560.8,1560.8,1560.7,1560.7,1560.7
1974:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.4,145.9,145.9,145.9,145.9,254.7,254.7,257.1,257.1,257.1,257.1,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,258.5,262,262,262,262,262,262,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,572.6,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,654.2,861.8,861.8,861.8,861.8,861.8,861.8,861.8,861.8,861.8,861.8,861.8,861.8,861.8,861.8,861.8,920.9,920.9,924.2,924.2,924.2,924.2,924.2,924.2,924.2,924.2,924.2,924.2,924.2,924.2,924.2,924.2,924.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1006.2,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1225.9,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1453.5,1563.9,1563.9,1563.9,1563.9,1563.9,1563.9,1563.9,1563.9,1563.9,1563.9,1563.9,1563.9,1563.8,1563.8,1563.8
1974:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.8,146.3,146.3,146.3,253.6,253.6,256.9,256.9,256.9,256.9,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,263,263,263,263,263,263,261.8,261.8,261.8,261.8,261.8,261.8,261.8,261.8,261.8,261.8,261.8,261.8,261.8,261.8,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,572.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,660.1,865.6,865.6,865.6,865.6,865.6,865.6,865.6,865.6,865.6,865.6,865.6,865.6,865.6,865.6,865.6,924.4,924.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,927.4,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1009.8,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1230.2,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1459.9,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.3,1571.3,1571.3
